# Matter power spectrum P(k) at redshift z=0
# for k=9.01203e-06 to 5.69364 h/Mpc,
# number of wavenumbers equal to 120
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       9.012033844605e-06       9.724343937039e+01 
       1.134547841892e-05       1.209566052671e+02 
       1.428311109054e-05       1.504522649961e+02 
       1.798137151137e-05       1.871402131295e+02 
       2.263720553457e-05       2.327740719434e+02 
       2.849855329948e-05       2.895347413721e+02 
       3.587755294808e-05       3.601343073288e+02 
       4.516716311933e-05       4.479449994409e+02 
       5.686208942958e-05       5.571590200048e+02 
       7.158512935061e-05       6.929861928527e+02 
       9.012033844605e-05       8.618976564292e+02 
       1.134547841892e-04       1.071924643224e+03 
       1.428311109054e-04       1.333022018669e+03 
       1.798137151137e-04       1.657504849824e+03 
       2.263720553457e-04       2.060562596390e+03 
       2.849855329948e-04       2.560846890860e+03 
       3.587755294808e-04       3.181114312571e+03 
       4.516716311933e-04       3.948885634110e+03 
       5.686208942958e-04       4.897060471326e+03 
       7.158512935061e-04       6.064389893839e+03 
       9.012033844605e-04       7.495593623719e+03 
       1.134547841892e-03       9.240645521510e+03 
       1.428311109054e-03       1.135227167846e+04 
       1.798137151137e-03       1.388249174159e+04 
       2.263720553457e-03       1.687471729769e+04 
       2.849855329948e-03       2.035281875119e+04 
       3.587755294808e-03       2.430556666303e+04 
       4.516716311933e-03       2.866448984767e+04 
       5.686208942958e-03       3.327778596566e+04 
       7.158512935061e-03       3.788471398703e+04 
       9.012033844606e-03       4.206820365441e+04 
       1.134547841892e-02       4.526221706098e+04 
       1.428311108978e-02       4.676604175165e+04 
       1.798136948420e-02       4.590935264524e+04 
       2.263642952812e-02       4.242071118863e+04 
       2.843725717695e-02       3.700810962906e+04 
       3.468028072967e-02       3.198581785260e+04 
       3.933451357894e-02       2.920552736292e+04 
       4.287895118281e-02       2.755436754224e+04 
       4.590956069727e-02       2.635382137071e+04 
       4.866834672657e-02       2.534913878268e+04 
       5.127100520916e-02       2.442780331434e+04 
       5.378204692505e-02       2.352628262774e+04 
       5.624163222688e-02       2.261119448473e+04 
       5.867690405839e-02       2.167125963138e+04 
       6.110743285601e-02       2.070014891644e+04 
       6.354809869658e-02       1.970938665745e+04 
       6.601073505745e-02       1.870932717285e+04 
       6.850512319486e-02       1.772130483200e+04 
       7.103962296940e-02       1.676510166035e+04 
       7.362158892068e-02       1.586063003303e+04 
       7.625765366146e-02       1.502513876240e+04 
       7.895392609475e-02       1.427140690661e+04 
       8.171613310136e-02       1.360506459346e+04 
       8.454972259947e-02       1.302543127776e+04 
       8.745993951981e-02       1.252293341310e+04 
       9.045188235665e-02       1.208151429746e+04 
       9.353054551887e-02       1.167999717398e+04 
       9.670085114248e-02       1.129329694152e+04 
       9.996767300608e-02       1.089627106498e+04 
       1.033358545169e-01       1.046993955642e+04 
       1.068102222867e-01       1.000255124855e+04 
       1.103955965188e-01       9.494681642440e+03 
       1.140967992279e-01       8.959071422358e+03 
       1.179186611878e-01       8.419034136904e+03 
       1.218660284153e-01       7.900095782206e+03 
       1.259437689482e-01       7.427182096656e+03 
       1.301567806416e-01       7.016237186112e+03 
       1.345100006847e-01       6.670341775399e+03 
       1.390084175305e-01       6.378896808651e+03 
       1.436570859174e-01       6.119279208965e+03 
       1.484611456596e-01       5.866530324106e+03 
       1.534258448794e-01       5.596833926843e+03 
       1.585565683611e-01       5.298667166863e+03 
       1.638588717207e-01       4.977916303212e+03 
       1.693385221178e-01       4.655763954582e+03 
       1.750015462946e-01       4.356477234456e+03 
       1.808542868157e-01       4.094957403386e+03 
       1.869034675182e-01       3.874219250092e+03 
       1.931562693799e-01       3.682915495865e+03 
       1.996204182815e-01       3.501638861117e+03 
       2.063042865154e-01       3.313078108025e+03 
       2.132170103865e-01       3.112751370620e+03 
       2.203686269170e-01       2.910354865802e+03 
       2.277702335370e-01       2.721197101168e+03 
       2.354341758075e-01       2.555805206186e+03 
       2.433742697501e-01       2.411154876111e+03 
       2.516060674166e-01       2.275249492038e+03 
       2.601471770915e-01       2.138080762441e+03 
       2.690176532856e-01       1.998904126553e+03 
       2.782404768714e-01       1.865852678671e+03 
       2.878421529654e-01       1.745368365866e+03 
       2.978534644628e-01       1.636160353556e+03 
       3.083104339793e-01       1.531191020622e+03 
       3.192555687595e-01       1.427264750879e+03 
       3.307394957311e-01       1.327372800766e+03 
       3.428231437254e-01       1.234803493455e+03 
       3.555807078032e-01       1.147915785455e+03 
       3.691037555676e-01       1.063877101238e+03 
       3.835070414300e-01       9.825138888348e+02 
       3.989369456113e-01       9.056165753237e+02 
       4.155840734177e-01       8.321208914839e+02 
       4.337026863230e-01       7.606359159408e+02 
       4.536418190818e-01       6.918537888514e+02 
       4.758973536451e-01       6.249778961048e+02 
       5.012037975105e-01       5.593279759773e+02 
       5.307062275341e-01       4.944463289160e+02 
       5.663062038540e-01       4.293515670921e+02 
       6.114148676449e-01       3.628951254730e+02 
       6.727121156317e-01       2.936186671515e+02 
       7.641824231360e-01       2.204937960342e+02 
       9.120533016793e-01       1.472353867516e+02 
       1.136496804387e+00       8.823009667630e+01 
       1.430182951322e+00       5.113677719400e+01 
       1.800487528478e+00       2.932765939626e+01 
       2.266679491858e+00       1.667319990104e+01 
       2.853580412691e+00       9.404579052663e+00 
       3.592444896134e+00       5.267340980246e+00 
       4.522620170214e+00       2.930864450485e+00 
       5.693641460175e+00       1.621251023443e+00 
