# Matter power spectrum P(k) at redshift z=1.5
# for k=2.25987e-07 to 11.3384 h/Mpc,
# number of wavenumbers equal to 139
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.259873932548e-07       2.206934663301e-01 
       2.845012721136e-07       2.750422903097e-01 
       3.581658811516e-07       3.427752651083e-01 
       4.509041294194e-07       4.271884232675e-01 
       5.676546668091e-07       5.323894908134e-01 
       7.146348851695e-07       6.634977780624e-01 
       8.996720170945e-07       8.268932959278e-01 
       1.132619964600e-06       1.030527220541e+00 
       1.425884055341e-06       1.284308813489e+00 
       1.795081671541e-06       1.600587626204e+00 
       2.259873932548e-06       1.994754451199e+00 
       2.845012721136e-06       2.485990263784e+00 
       3.581658811516e-06       3.098199593429e+00 
       4.509041294194e-06       3.861173739555e+00 
       5.676546668091e-06       4.812040418229e+00 
       7.146348851695e-06       5.997070356507e+00 
       8.996720170945e-06       7.473928686235e+00 
       1.132619964600e-05       9.314480585318e+00 
       1.425884055341e-05       1.160828745326e+01 
       1.795081671541e-05       1.446696333065e+01 
       2.259873932548e-05       1.802960263610e+01 
       2.845012721136e-05       2.246954163014e+01 
       3.581658811516e-05       2.800277915444e+01 
       4.509041294194e-05       3.489845962937e+01 
       5.676546668091e-05       4.349191498846e+01 
       7.146348851695e-05       5.420087374978e+01 
       8.996720170945e-05       6.754557396268e+01 
       1.132619964600e-04       8.417365664309e+01 
       1.425884055341e-04       1.048908514975e+02 
       1.795081671541e-04       1.306985604794e+02 
       2.259873932548e-04       1.628394222964e+02 
       2.845012721136e-04       2.028516626130e+02 
       3.581658811516e-04       2.526322653444e+02 
       4.509041294194e-04       3.145074055638e+02 
       5.676546668091e-04       3.913058498369e+02 
       7.146348851695e-04       4.864272557098e+02 
       8.996720170945e-04       6.038935667846e+02 
       1.132619964600e-03       7.483689420994e+02 
       1.425884055341e-03       9.251248057492e+02 
       1.795081671541e-03       1.139887764621e+03 
       2.259873932548e-03       1.398449928791e+03 
       2.845012721136e-03       1.705964817707e+03 
       3.581658811516e-03       2.065884566419e+03 
       4.509041294194e-03       2.478415682200e+03 
       5.676546668091e-03       2.938350637964e+03 
       7.146348851695e-03       3.432302140238e+03 
       8.996720170945e-03       3.935492363032e+03 
       1.132619964600e-02       4.408327374158e+03 
       1.425884055341e-02       4.793987286145e+03 
       1.795081671524e-02       5.020109309061e+03 
       2.259873866606e-02       5.011489446136e+03 
       2.844976777627e-02       4.723769615865e+03 
       3.577868739582e-02       4.200138597003e+03 
       4.410917493079e-02       3.643624911545e+03 
       5.068029529734e-02       3.307585994610e+03 
       5.554764472678e-02       3.113377874401e+03 
       5.963528454099e-02       2.974863627064e+03 
       6.332045327090e-02       2.860702484543e+03 
       6.677703462633e-02       2.756962248633e+03 
       7.009943245609e-02       2.656449713184e+03 
       7.334529372887e-02       2.555322034131e+03 
       7.655301012964e-02       2.451766791725e+03 
       7.974993716543e-02       2.345380398401e+03 
       8.295667027573e-02       2.236799389899e+03 
       8.618945102176e-02       2.127418393312e+03 
       8.946160715685e-02       2.019128759486e+03 
       9.278445826562e-02       1.914057508347e+03 
       9.616790882993e-02       1.814307411518e+03 
       9.962084978567e-02       1.721711431479e+03 
       1.031514380176e-01       1.637617204730e+03 
       1.067672953519e-01       1.562717497255e+03 
       1.104756528441e-01       1.496940327334e+03 
       1.142834568949e-01       1.439410520144e+03 
       1.181974481082e-01       1.388496826221e+03 
       1.222242202915e-01       1.341959729198e+03 
       1.263702647572e-01       1.297211614325e+03 
       1.306420036254e-01       1.251684483091e+03 
       1.350458148649e-01       1.203268177880e+03 
       1.395880511709e-01       1.150739279949e+03 
       1.442750543511e-01       1.094066572136e+03 
       1.491131666098e-01       1.034478332394e+03 
       1.541087399331e-01       9.742252872192e+02 
       1.592681446591e-01       9.160637250207e+02 
       1.645977782404e-01       8.625784134017e+02 
       1.701040751583e-01       8.155230818094e+02 
       1.757935189184e-01       7.753532634307e+02 
       1.816726570398e-01       7.410806542241e+02 
       1.877481199337e-01       7.105182135131e+02 
       1.940266445639e-01       6.809121307353e+02 
       2.005151037729e-01       6.498384581456e+02 
       2.072205421671e-01       6.160790207998e+02 
       2.141502194675e-01       5.800870324166e+02 
       2.213116622716e-01       5.437544575958e+02 
       2.287127252408e-01       5.095247961700e+02 
       2.363616628347e-01       4.792584306681e+02 
       2.442672128788e-01       4.533981577745e+02 
       2.524386934958e-01       4.308325135623e+02 
       2.608861152631e-01       4.095393858052e+02 
       2.696203109204e-01       3.877220470535e+02 
       2.786530855707e-01       3.648158663701e+02 
       2.879973911406e-01       3.417014339253e+02 
       2.976675299538e-01       3.199427019578e+02 
       3.076793937125e-01       3.006025539674e+02 
       3.180507460925e-01       2.835192040794e+02 
       3.288015596988e-01       2.675654361545e+02 
       3.399544215583e-01       2.516548823145e+02 
       3.515350259727e-01       2.356271237079e+02 
       3.635727799569e-01       2.202012072643e+02 
       3.761015554048e-01       2.060860688274e+02 
       3.891606347453e-01       1.932222624499e+02 
       4.027959149848e-01       1.809598266466e+02 
       4.170614615666e-01       1.688860278474e+02 
       4.320215430107e-01       1.572307017978e+02 
       4.477533374474e-01       1.463596247618e+02 
       4.643505957408e-01       1.361763597701e+02 
       4.819286951752e-01       1.263408062206e+02 
       5.006317624504e-01       1.168293550738e+02 
       5.206429586802e-01       1.078088433298e+02 
       5.421997437916e-01       9.919005255704e+01 
       5.656172571071e-01       9.082619430969e+01 
       5.913254618612e-01       8.275789446652e+01 
       6.199307273614e-01       7.492585569090e+01 
       6.523231754524e-01       6.724189357816e+01 
       6.898751972169e-01       5.965908215871e+01 
       7.348348851003e-01       5.206517496177e+01 
       7.911690202908e-01       4.433572579595e+01 
       8.665100265022e-01       3.629909956670e+01 
