# Matter power spectrum P(k) at redshift z=2
# for k=2.26927e-07 to 11.3871 h/Mpc,
# number of wavenumbers equal to 139
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.269266419402e-07       1.222715208414e-01 
       2.856837161516e-07       1.529097977410e-01 
       3.596544899991e-07       1.912252835117e-01 
       4.527781769257e-07       2.391417004527e-01 
       5.700139528376e-07       2.990648088650e-01 
       7.176050503045e-07       3.740031941906e-01 
       9.034112334601e-07       4.677193201344e-01 
       1.137327359103e-06       5.849184321432e-01 
       1.431810313904e-06       7.314847951156e-01 
       1.802542389043e-06       9.147771265751e-01 
       2.269266419402e-06       1.143998056943e+00 
       2.856837161516e-06       1.430656165761e+00 
       3.596544899991e-06       1.789143791499e+00 
       4.527781769257e-06       2.237459618075e+00 
       5.700139528376e-06       2.798112313560e+00 
       7.176050503045e-06       3.499250574358e+00 
       9.034112334601e-06       4.376076282464e+00 
       1.137327359103e-05       5.472611672306e+00 
       1.431810313904e-05       6.843909118566e+00 
       1.802542389043e-05       8.558814271416e+00 
       2.269266419402e-05       1.070342083118e+01 
       2.856837161516e-05       1.338538954369e+01 
       3.596544899991e-05       1.673934654464e+01 
       4.527781769257e-05       2.093362867009e+01 
       5.700139528376e-05       2.617870763240e+01 
       7.176050503045e-05       3.273770269793e+01 
       9.034112334601e-05       4.093948319041e+01 
       1.137327359103e-04       5.119496673854e+01 
       1.431810313904e-04       6.401732924075e+01 
       1.802542389043e-04       8.004694138607e+01 
       2.269266419402e-04       1.000818961035e+02 
       2.856837161516e-04       1.251149176417e+02 
       3.596544899991e-04       1.563771134662e+02 
       4.527781769257e-04       1.953882388171e+02 
       5.700139528376e-04       2.440116428844e+02 
       7.176050503045e-04       3.045097448067e+02 
       9.034112334601e-04       3.795931592622e+02 
       1.137327359103e-03       4.724543679712e+02 
       1.431810313904e-03       5.867733934573e+02 
       1.802542389043e-03       7.266657642799e+02 
       2.269266419402e-03       8.965003997307e+02 
       2.856837161516e-03       1.100503313887e+03 
       3.596544899991e-03       1.342135167654e+03 
       4.527781769257e-03       1.623115079817e+03 
       5.700139528376e-03       1.939363761186e+03 
       7.176050503045e-03       2.288192248893e+03 
       9.034112334601e-03       2.653397452475e+03 
       1.137327359103e-02       3.009860304185e+03 
       1.431810313904e-02       3.319236209132e+03 
       1.802542388993e-02       3.529987446623e+03 
       2.269266266429e-02       3.585236195543e+03 
       2.856770128516e-02       3.446278358607e+03 
       3.590630074589e-02       3.134927688935e+03 
       4.398823533559e-02       2.792494293033e+03 
       5.013037208095e-02       2.583755001830e+03 
       5.475700318628e-02       2.456281027538e+03 
       5.868657563224e-02       2.362079768170e+03 
       6.225076748632e-02       2.282789664499e+03 
       6.560594632085e-02       2.209827964012e+03 
       6.883842346728e-02       2.138588553872e+03 
       7.200153807561e-02       2.066522707955e+03 
       7.513113801626e-02       1.992374264076e+03 
       7.825295338638e-02       1.915815163157e+03 
       8.138647391166e-02       1.837227929399e+03 
       8.454714899789e-02       1.757535292310e+03 
       8.774771318565e-02       1.678036783205e+03 
       9.099902420740e-02       1.600238492846e+03 
       9.431061423090e-02       1.525675789176e+03 
       9.769106446695e-02       1.455738433540e+03 
       1.011482666950e-01       1.391508950128e+03 
       1.046896099205e-01       1.333627823413e+03 
       1.083221159813e-01       1.282197278312e+03 
       1.120525394263e-01       1.236735411803e+03 
       1.158874418135e-01       1.196192413005e+03 
       1.198332473314e-01       1.159041012458e+03 
       1.238962845746e-01       1.123450830855e+03 
       1.280828179479e-01       1.087544274200e+03 
       1.323990712830e-01       1.049711346793e+03 
       1.368512456547e-01       1.008930335042e+03 
       1.414455329900e-01       9.650162010106e+02 
       1.461881267998e-01       9.187111001055e+02 
       1.510852311906e-01       8.715593174012e+02 
       1.561430692047e-01       8.255673930562e+02 
       1.613678914637e-01       7.827199308252e+02 
       1.667659860492e-01       7.444742224272e+02 
       1.723436905260e-01       7.113682328103e+02 
       1.781074069944e-01       6.828531318562e+02 
