# Matter power spectrum P(k) at redshift z=2.5
# for k=1.87061e-07 to 11.8195 h/Mpc,
# number of wavenumbers equal to 140
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.870612602214e-07       3.118011655398e-01 
       2.354961740550e-07       3.867655056625e-01 
       2.964721178982e-07       4.797530375753e-01 
       3.732362831104e-07       5.950969605143e-01 
       4.698766414113e-07       7.381722766734e-01 
       5.915396442812e-07       9.156462646596e-01 
       7.447042902693e-07       1.135789172438e+00 
       9.375271552921e-07       1.408859608026e+00 
       1.180276760044e-06       1.747582585589e+00 
       1.485880406170e-06       2.167742503694e+00 
       1.870612602214e-06       2.688918683902e+00 
       2.354961740550e-06       3.335397742191e+00 
       2.964721178982e-06       4.137305301154e+00 
       3.732362831104e-06       5.132009756395e+00 
       4.698766414113e-06       6.365863480198e+00 
       5.915396442812e-06       7.896362526184e+00 
       7.447042902693e-06       9.794825323618e+00 
       9.375271552921e-06       1.214971491821e+01 
       1.180276760044e-05       1.507075899122e+01 
       1.485880406170e-05       1.869405854551e+01 
       1.870612602214e-05       2.318842115950e+01 
       2.354961740550e-05       2.876320961492e+01 
       2.964721178982e-05       3.567806327106e+01 
       3.732362831104e-05       4.425492862384e+01 
       4.698766414113e-05       5.489292724499e+01 
       5.915396442812e-05       6.808669033871e+01 
       7.447042902693e-05       8.444888964921e+01 
       9.375271552921e-05       1.047377714555e+02 
       1.180276760044e-04       1.298905031429e+02 
       1.485880406170e-04       1.610629708774e+02 
       1.870612602214e-04       1.996761294529e+02 
       2.354961740550e-04       2.474677579158e+02 
       2.964721178982e-04       3.065459557699e+02 
       3.732362831104e-04       3.794361542605e+02 
       4.698766414113e-04       4.691062056406e+02 
       5.915396442812e-04       5.789450657840e+02 
       7.447042902693e-04       7.126645542122e+02 
       9.375271552921e-04       8.741004002826e+02 
       1.180276760044e-03       1.066907115314e+03 
       1.485880406170e-03       1.294112151450e+03 
       1.870612602214e-03       1.557344110140e+03 
       2.354961740550e-03       1.855588176404e+03 
       2.964721178982e-03       2.183853769671e+03 
       3.732362831104e-03       2.531864920507e+03 
       4.698766414113e-03       2.882799553853e+03 
       5.915396442812e-03       3.212671758179e+03 
       7.447042902693e-03       3.490643537341e+03 
       9.375271552921e-03       3.680395040970e+03 
       1.180276760044e-02       3.742957788771e+03 
       1.485880406170e-02       3.642060860330e+03 
       1.870612601669e-02       3.354726336243e+03 
       2.354960787842e-02       2.890619989450e+03 
       2.964461538833e-02       2.316846753331e+03 
       3.716874734249e-02       1.769166338254e+03 
       4.472140696705e-02       1.420066546200e+03 
       5.017146359274e-02       1.259215550971e+03 
       5.443920396659e-02       1.164345982533e+03 
       5.814623012900e-02       1.093234098297e+03 
       6.155009837944e-02       1.031530696870e+03 
       6.477829260578e-02       9.732811775376e+02 
       6.790368809403e-02       9.159395522688e+02 
       7.097248503053e-02       8.586818542677e+02 
       7.401634993630e-02       8.016683269329e+02 
       7.705837576406e-02       7.456315387763e+02 
       8.011628887010e-02       6.915939920795e+02 
       8.320430163593e-02       6.406494473549e+02 
       8.633424476651e-02       5.937893558113e+02 
       8.951629164942e-02       5.517714962735e+02 
       9.275943942859e-02       5.150312670851e+02 
       9.607183854477e-02       4.836338658655e+02 
       9.946102431373e-02       4.572636402967e+02 
       1.029340830916e-01       4.352463838981e+02 
       1.064977734998e-01       4.166037119510e+02 
       1.101586159899e-01       4.001433270058e+02 
       1.139229596097e-01       3.845901301104e+02 
       1.177970320445e-01       3.687555649405e+02 
       1.217869772191e-01       3.517267884049e+02 
       1.258988835649e-01       3.330360577738e+02 
       1.301388052861e-01       3.127584391107e+02 
       1.345127784372e-01       2.914925416887e+02 
       1.390268332821e-01       2.702112978483e+02 
       1.436870041761e-01       2.500144893205e+02 
       1.484993380643e-01       2.318516684162e+02 
       1.534699025927e-01       2.162921253766e+02 
       1.586047947710e-01       2.033983555153e+02 
       1.639101510856e-01       1.927272640805e+02 
       1.693921599391e-01       1.834593168778e+02 
       1.750570772782e-01       1.746369499246e+02 
       1.809112462597e-01       1.654623110161e+02 
       1.869611217985e-01       1.555586569837e+02 
       1.932133008419e-01       1.450781413949e+02 
       1.996745592229e-01       1.345883278350e+02 
       2.063518959652e-01       1.247820893585e+02 
       2.132525859636e-01       1.161543447112e+02 
       2.203842420378e-01       1.088002877746e+02 
       2.277548874815e-01       1.024178518310e+02 
       2.353730404145e-01       9.649969702132e+01 
       2.432478115048e-01       9.061431699099e+01 
       2.513890169928e-01       8.462182711930e+01 
       2.598073094417e-01       7.869410903021e+01 
       2.685143292985e-01       7.313535337134e+01 
       2.775228812256e-01       6.814357114762e+01 
       2.868471403205e-01       6.368694064208e+01 
       2.965028948723e-01       5.956717939367e+01 
       3.065078343390e-01       5.559656984051e+01 
       3.168818939514e-01       5.173255898894e+01 
       3.276476710221e-01       4.806155344605e+01 
       3.388309330558e-01       4.467134046082e+01 
       3.504612446913e-01       4.155410294879e+01 
       3.625727502272e-01       3.863060789061e+01 
       3.752051623238e-01       3.584358610948e+01 
       3.884050275040e-01       3.320066449804e+01 
       4.022273685837e-01       3.072800850963e+01 
       4.167378484953e-01       2.841607241712e+01 
       4.320156679988e-01       2.623209143503e+01 
       4.481575166468e-01       2.416191855774e+01 
       4.652830686682e-01       2.220860848782e+01 
       4.835428013347e-01       2.036428502628e+01 
       5.031294033531e-01       1.861303100896e+01 
       5.242949116146e-01       1.694714347962e+01 
       5.473773271667e-01       1.535938529928e+01 
       5.728435900335e-01       1.383757349197e+01 
       6.013621942015e-01       1.237129758139e+01 
       6.339326339607e-01       1.094802428825e+01 
       6.721311840177e-01       9.552713368677e+00 
       7.186129873407e-01       8.166961401544e+00 
       7.782225173052e-01       6.767549274412e+00 
       8.606098031433e-01       5.328541138614e+00 
       9.860129742792e-01       3.844850469370e+00 
       1.189434829970e+00       2.438609156356e+00 
       1.488247033452e+00       1.404608247072e+00 
       1.873259113253e+00       7.910673504629e-01 
       2.358290955513e+00       4.421405436525e-01 
       2.968912409101e+00       2.455106466426e-01 
       3.737639277208e+00       1.355175455160e-01 
       4.705409066197e+00       7.439738296747e-02 
       5.923759046322e+00       4.064000255703e-02 
       7.457570796761e+00       2.209818845002e-02 
       9.388525386296e+00       1.196518671671e-02 
       1.181945318808e+01       6.453205009187e-03 
