k                         pk_nl                    
6.88004176735e-06         417.148864473            
8.66145941512e-06         509.393181188            
1.09041313609e-05         622.0355253              
1.37274880638e-05         759.586521815            
1.72818835636e-05         927.548204721            
2.17566023819e-05         1132.64532996            
2.73899396129e-05         1383.0844424             
3.44818910062e-05         1688.88160635            
4.34101288344e-05         2062.2578775             
5.46501143189e-05         2518.11802769            
6.88004176735e-05         3074.62642859            
8.66145941512e-05         3753.894539              
0.000109041313609         4582.79056526            
0.000137274880638         5593.87246399            
0.000172818835636         6826.42673174            
0.000217566023819         8327.56159945            
0.000273899396129         10153.2532016            
0.000344818910062         12369.1859809            
0.000434101288344         15051.1768588            
0.000546501143189         18284.8910302            
0.000688004176735         22164.2166597            
0.000866145941512         26786.9153188            
0.00109041313609          32245.5483781            
0.00137274880638          38614.6307404            
0.00172818835636          45929.2977181            
0.00217566023819          54156.5466606            
0.00273899396129          63160.5821637            
0.00344818910062          72658.9364336            
0.00434101288344          81856.935116             
0.00546501143189          90568.5255914            
0.00688004176735          97592.7679571            
0.00866145941512          101698.257261            
0.0109041313609           101531.544005            
0.0137274879734           95918.6532109            
0.0172818113237           84661.7082198            
0.0217461987573           69555.4553595            
0.0270311714558           55290.0542323            
0.0315368998377           47263.2001409            
0.0347960358033           43356.3051272            
0.0374756106743           40919.9577568            
0.0398642976583           39084.0598877            
0.0420901028164           37494.8768601            
0.044220494889            35980.2132652            
0.0462958076103           34448.5425273            
0.0483424751487           32859.4615823            
0.0503790941618           31204.0043936            
0.0524195187175           29494.1626272            
0.0544745765571           27759.0410969            
0.0565530844058           26040.433519             
0.0586624805124           24380.3184669            
0.0608092356913           22822.7202603            
0.0629991298626           21404.2124614            
0.0652374435219           20150.8233372            
0.0675290934767           19077.3858947            
0.0698787309303           18182.5239709            
0.0722908134303           17450.1784007            
0.0747696582375           16851.8532679            
0.0773194822101           16346.8886607            
0.0799444317368           15887.135607             
0.0826486052366           15423.1200071            
0.0854360700745           14910.0689005            
0.088310875302            14318.7586481            
0.0912770613333           13641.6252113            
0.0943386674754           12895.2337731            
0.0974997380971           12117.8064154            
0.100764328141            11358.6739926            
0.10413650863             10665.8684169            
0.107620372781            10074.9239168            
0.111220043325            9599.17294437            
0.114939681614            9227.93800637            
0.118783499089            8927.75585629            
0.122755771678            8653.89838434            
0.126860857683            8361.80422138            
0.131103219731            8018.69778576            
0.135487451357            7623.08179157            
0.140018308821            7203.9549314             
0.144700748785            6802.99468037            
0.149539972563            6453.43890932            
0.154541477717            6168.37343626            
0.159711117963            5938.93041936            
0.165055172491            5736.52455896            
0.170580426153            5528.17190871            
0.176294262261            5296.97047206            
0.182204770301            5049.94389714            
0.188320871486            4809.69681038            
0.19465246595             4598.60499017            
0.201210606518            4420.66204711            
0.208007705545            4261.41016388            
0.215057783326            4102.8731153             
0.222376769396            3936.91447028            
0.229982871822            3771.50623706            
0.237897034903            3618.73920223            
0.24614351317             3482.10180975            
0.254750600271            3353.55762792            
0.263751566929            3225.20406372            
0.273185885334            3097.90162101            
0.283100852376            2977.00906211            
0.293553778459            2863.23935674            
0.304614994791            2752.90832423            
0.316372072504            2643.5002644             
0.328935882894            2536.89880791            
0.342449538101            2433.51938019            
0.357101991665            2330.68266604            
0.373149473509            2228.17465852            
0.390950695961            2125.52996551            
0.411027549652            2020.84006959            
0.434175898836            1912.75890668            
0.461681868229            1798.53092239            
0.495777673335            1674.3228655             
0.540680046997            1533.63156761            
0.605045531457            1365.80595082            
0.706604777544            1157.31621945            
0.86865607506             914.905229835            
1.09157939458             687.839747331            
1.37417757124             499.902901663            
1.72998691066             351.273326427            
2.17792448381             239.038741304            
2.74184447764             158.137458002            
3.45177768809             102.170337627            
4.3455306474              64.7535669893            
5.47069895974             40.4182464331            
