k                         pk_nl                    
7.00736843367e-06         150.248266963            
8.82175419095e-06         188.402961433            
1.11059305276e-05         236.246823967            
1.39815381628e-05         296.240363793            
1.76017136891e-05         371.466617193            
2.21592446544e-05         465.793767262            
2.78968362015e-05         584.070142557            
3.51200360028e-05         732.372963793            
4.4213505787e-05          918.31824541             
5.56615059798e-05         1151.44719624            
7.00736843367e-05         1443.70638784            
8.82175419095e-05         1810.0415854             
0.000111059305276         2269.1261119             
0.000139815381628         2844.24316296            
0.000176017136891         3564.33414907            
0.000221592446544         4465.2084357             
0.000278968362015         5590.880269              
0.000351200360028         6994.95760396            
0.00044213505787          8741.96034242            
0.000556615059798         10908.3689002            
0.000700736843367         13582.9602398            
0.000882175419095         16865.4446631            
0.00111059305276          20861.8107309            
0.00139815381628          25676.3698951            
0.00176017136891          31396.7926384            
0.00221592446544          38071.2828817            
0.00278968362015          45677.6975289            
0.00351200360028          53859.8849792            
0.0044213505787           62657.2184065            
0.00556615059798          71396.8941655            
0.00700736843367          79275.4279817            
0.00882175419095          85185.3399981            
0.0111059305276           87767.4866866            
0.0139815380505           85684.5704991            
0.0176016283701           78294.504921             
0.0221474546842           66721.9893132            
0.0275050593203           54966.8455012            
0.0320233639045           48128.528116             
0.0352999333522           44706.919208             
0.038001709309            42537.3690617            
0.0404139016158           40879.5618491            
0.0426636181322           39425.5811505            
0.0448181202829           38017.2953084            
0.0469177319698           36575.455994             
0.0489889372509           35060.8429307            
0.0510503993318           33460.7169553            
0.0531160412201           31792.492922             
0.0551967573938           30084.7574659            
0.0573014279494           28376.4362545            
0.0594375512037           26715.374087             
0.061611655194            25146.69286              
0.0638295747618           23710.7958614            
0.0660966435302           22438.0611782            
0.0684178300791           21345.6430512            
0.0707978363903           20435.5993289            
0.0732411700864           19694.42984              
0.0757521980278           19093.0966259            
0.0783351863739           18589.5548693            
0.0809943306516           18131.8270739            
0.0837337783566           17665.7932422            
0.0865576459455           17141.8195913            
0.0894700316356           16526.4709455            
0.0924750251305           15808.460949             
0.0955767151945           15006.8765779            
0.0987791958708           14164.6168635            
0.102086572052            13337.9236088            
0.105502965064            12582.5878792            
0.109032518875            11940.8159815            
0.112679407551            11429.7419238            
0.11644784453             11037.1849612            
0.120342094298            10724.8481324            
0.124366487054            10439.1267503            
0.128525436918            10126.775632             
0.132823464265            9747.93215308            
0.137265222774            9300.59406661            
0.141855531776            8820.81528092            
0.146599414568            8361.08438708            
0.151502143386            7962.8094156             
0.15656929185             7642.34248312            
0.161806795833            7388.17166662            
0.167221023916            7163.9917334             
0.172818858862            6927.80821631            
0.178607791923            6658.99608082            
0.18459603232             6367.26970153            
0.190792634854            6082.81256366            
0.197207649552            5834.96336836            
0.203852298371            5628.26753036            
0.210739185562            5443.07139174            
0.217882550394            5256.04679912            
0.225298573762            5056.80854782            
0.233005754088            4857.22595509            
0.241025373374            4673.63428131            
0.249382081845            4510.14732237            
0.258104640622            4355.79129575            
0.267226877765            4199.93815225            
0.276788936775            4044.61990028            
0.286838932509            3897.40480577            
0.297435185131            3758.8298375             
0.308649291034            3623.87679071            
0.320570433806            3489.51468031            
0.333311580547            3358.58166724            
0.347018630315            3231.45592638            
0.361884343011            3104.63251129            
0.378170314311            2978.03455826            
0.396243111794            2851.06196757            
0.416636662312            2721.25874522            
0.440166324572            2586.93640201            
0.468152005701            2444.48418323            
0.502889393071            2288.83699386            
0.548725476799            2111.22593739            
0.614599838908            1896.82899832            
0.718760626894            1625.29279911            
0.884575959347            1300.52175163            
1.11176187924             985.06467296             
1.39959007068             715.478116196            
1.76197937497             499.338735178            
2.21820061014             336.427698043            
2.79254911656             220.155711659            
3.51561104652             140.766319912            
4.42589208444             88.4047870581            
5.57186801496             54.7695539771            
