k                         CCL lin error            
7.04225286204e-06         -7.83758269681e-06       
8.86567108431e-06         -6.44781405255e-06       
1.11612186206e-05         -4.18459137953e-06       
1.40511417481e-05         -4.15934264117e-07       
1.76893394114e-05         -1.4663943651e-07        
2.22695589029e-05         -1.50313268368e-07       
2.80357136123e-05         -1.53985924172e-07       
3.52948723043e-05         -1.57648051378e-07       
4.44336116499e-05         -1.61314429686e-07       
5.59386028439e-05         -1.64963630265e-07       
7.04225286204e-05         -1.6861529242e-07        
8.86567108431e-05         -1.72304046074e-07       
0.0001                    -1.20061468588e-07       
0.000111612186206         -1.75956485122e-07       
0.000140511417481         -1.79499129212e-07       
0.000176893394114         -1.83076495592e-07       
0.000222695589029         -1.86786607592e-07       
0.000280357136123         -1.90368816639e-07       
0.000352948723043         -1.93671034571e-07       
0.000444336116499         -1.97060129716e-07       
0.000559386028439         -2.00661032707e-07       
0.000704225286204         -2.03852083952e-07       
0.000886567108431         -2.0650878994e-07        
0.00111612186206          -2.09055930667e-07       
0.00140511417481          -2.12357512754e-07       
0.00176893394114          -2.14699609158e-07       
0.00222695589029          -2.15673741866e-07       
0.00280357136123          -2.16632045237e-07       
0.00352948723043          -2.1896311649e-07        
0.00444336116499          -2.19011027722e-07       
0.00559386028439          -2.13552882155e-07       
0.00704225286204          -2.13567631504e-07       
0.00886567108431          -2.08006250166e-07       
0.01                      -1.53334602769e-05       
0.0111612186206           -3.5482025711e-07        
0.0140511416378           -2.30123881755e-07       
0.0176892551163           -2.67559375909e-07       
0.0222578548417           3.6859038824e-06         
0.0276451212151           -1.09681544613e-07       
0.0321941066366           5.38015334537e-07        
0.0354919200551           -2.31535085544e-08       
0.0382103039535           4.2773729894e-09         
0.0406368950749           -1.08536137808e-07       
0.0428998083362           -1.69321155242e-07       
0.0450668071466           7.32915026992e-07        
0.0471785031033           4.6752271846e-08         
0.0492615626759           -3.18183179879e-07       
0.0513347739623           -3.03661997337e-07       
0.0534121508924           -2.84662782356e-07       
0.0555046575961           -2.02402658243e-07       
0.0576212298942           -2.90277471297e-07       
0.0597694123902           8.11597539881e-08        
0.0619557728421           -3.37049633032e-07       
0.0641861811518           -1.56534424299e-07       
0.0664660026491           2.64877507514e-07        
0.0688002351828           4.42822787955e-07        
0.0711936082244           -3.60239232655e-07       
0.0736506555863           -1.21393126574e-06       
0.0761757693729           7.56616357051e-07        
0.0787732403068           2.18152092249e-08        
0.0814472879948           -1.25493701347e-06       
0.0842020836778           -1.61496354609e-07       
0.0870417673353           -5.97911212782e-07       
0.089970460569            -1.82804439804e-06       
0.092992276392            -2.11454989813e-06       
0.0961113268516           -1.73002183697e-06       
0.0993317292858           -2.50215725398e-07       
0.1                       -7.32860279405e-06       
0.102657611928            -1.60574045887e-07       
1.0                       -1.16385309786e-05       
10.0                      2.41715772556e-07        
