# Matter power spectrum P(k) at redshift z=0.5
# for k=1.11189e-05 to 11.1307 h/Mpc,
# number of wavenumbers equal to 122
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.111887212663e-05       1.582374388732e+01 
       1.399783067071e-05       1.982707914977e+01 
       1.762222474135e-05       2.484322263130e+01 
       2.218506653923e-05       3.112839082349e+01 
       2.792934402858e-05       3.900359367975e+01 
       3.516096093232e-05       4.887102069305e+01 
       4.426502722081e-05       6.123451921441e+01 
       5.572636762203e-05       7.672523515325e+01 
       7.015534030636e-05       9.613364881726e+01 
       8.832034068474e-05       1.204495415579e+02 
       1.111887212663e-04       1.509117561263e+02 
       1.399783067071e-04       1.890698787140e+02 
       1.762222474135e-04       2.368602803995e+02 
       2.218506653923e-04       2.966989457590e+02 
       2.792934402858e-04       3.715931652723e+02 
       3.516096093232e-04       4.652729570695e+02 
       4.426502722081e-04       5.823406113073e+02 
       5.572636762203e-04       7.284328543816e+02 
       7.015534030636e-04       9.103852342744e+02 
       8.832034068474e-04       1.136382732909e+03 
       1.111887212663e-03       1.416067364711e+03 
       1.399783067071e-03       1.760511017368e+03 
       1.762222474135e-03       2.181915423768e+03 
       2.218506653923e-03       2.693081594332e+03 
       2.792934402858e-03       3.306008182784e+03 
       3.516096093232e-03       4.029863018021e+03 
       4.426502722081e-03       4.867898254768e+03 
       5.572636762203e-03       5.812917120516e+03 
       7.015534030636e-03       6.841023355414e+03 
       8.832034068474e-03       7.904984088520e+03 
       1.111887212663e-02       8.923797817261e+03 
       1.399783067071e-02       9.777422137305e+03 
       1.762222474121e-02       1.030557038238e+04 
       2.218506596965e-02       1.033520025036e+04 
       2.792902309565e-02       9.752682343646e+03 
       3.512619280346e-02       8.640372653472e+03 
       4.334161103321e-02       7.444661874296e+03 
       4.986237291387e-02       6.734363499924e+03 
       5.468083496602e-02       6.340810397693e+03 
       5.872027343790e-02       6.071199622357e+03 
       6.235855222202e-02       5.855268202220e+03 
       6.576925039987e-02       5.661504257961e+03 
       6.904636755870e-02       5.473001908378e+03 
       7.224719904745e-02       5.280412394301e+03 
       7.540984949714e-02       5.079276274826e+03 
       7.856143981548e-02       4.867845830483e+03 
       8.172237004447e-02       4.647334038545e+03 
       8.490871505931e-02       4.420542596381e+03 
       8.813365691771e-02       4.192119493123e+03 
       9.140838490803e-02       3.967325173781e+03 
       9.474268455846e-02       3.751466657047e+03 
       9.814533622574e-02       3.549669306809e+03 
       1.016243923971e-01       3.366070048813e+03 
       1.051873750483e-01       3.203398577333e+03 
       1.088414187028e-01       3.062520109856e+03 
       1.125933756221e-01       2.942324766133e+03 
       1.164498939620e-01       2.839857293190e+03 
       1.204174762436e-01       2.750331809910e+03 
       1.245025232549e-01       2.667601798450e+03 
       1.287113670528e-01       2.585029956645e+03 
       1.330502957781e-01       2.496438075897e+03 
       1.375255723604e-01       2.397454833255e+03 
       1.421434487683e-01       2.286281013374e+03 
       1.469101771783e-01       2.164548412438e+03 
       1.518320192513e-01       2.036956704434e+03 
       1.569152545866e-01       1.910230243063e+03 
       1.621661893485e-01       1.791582013392e+03 
       1.675911660105e-01       1.686951720467e+03 
       1.731965751356e-01       1.599204281005e+03 
       1.789888700905e-01       1.527623790973e+03 
       1.849745855791e-01       1.467846815581e+03 
       1.911603608729e-01       1.413425676357e+03 
       1.975529686121e-01       1.356815996228e+03 
       2.041593500552e-01       1.292411223804e+03 
       2.109866576724e-01       1.219404273996e+03 
       2.180423060132e-01       1.141849836944e+03 
       2.253340318475e-01       1.066289039651e+03 
       2.328699646805e-01       9.987081782045e+02 
       2.406587089110e-01       9.423358518694e+02 
       2.487094391315e-01       8.962599134265e+02 
       2.570320104017e-01       8.555449597351e+02 
       2.656370857770e-01       8.142733592845e+02 
       2.745362839804e-01       7.689428957511e+02 
       2.837423509120e-01       7.201390295040e+02 
       2.932693597608e-01       6.721564408430e+02 
       3.031329458935e-01       6.296359015931e+02 
       3.133505845699e-01       5.937906311097e+02 
       3.239419220285e-01       5.621915495744e+02 
       3.349291738430e-01       5.309239011297e+02 
       3.463376090128e-01       4.979313480149e+02 
       3.581961445164e-01       4.647197353897e+02 
       3.705380838005e-01       4.340985331328e+02 
       3.834020450297e-01       4.072689285521e+02 
       3.968331426887e-01       3.824820680061e+02 
       4.108845120900e-01       3.577248714272e+02 
       4.256193050311e-01       3.329502812247e+02 
       4.411133436727e-01       3.097415119323e+02 
       4.574587112059e-01       2.885245842048e+02 
       4.747687037489e-01       2.682486543844e+02 
       4.931848069842e-01       2.481900356961e+02 
       5.128867651019e-01       2.290390698299e+02 
       5.341075165328e-01       2.110610726574e+02 
       5.571560569739e-01       1.934833108465e+02 
       5.824537355759e-01       1.764124294044e+02 
       6.105943800035e-01       1.599594228404e+02 
       6.424489990188e-01       1.437204747483e+02 
       6.793591835549e-01       1.277185303590e+02 
       7.235198812262e-01       1.116534096629e+02 
       7.787983466681e-01       9.529194738761e+01 
       8.526234142375e-01       7.825088353886e+01 
       9.604162767357e-01       6.019892614233e+01 
       1.132818899165e+00       4.160077497392e+01 
       1.402600102979e+00       2.555240958350e+01 
       1.764112105652e+00       1.498362371121e+01 
       2.220860999767e+00       8.680552652563e+00 
       2.795898280302e+00       4.984000104126e+00 
       3.519827393839e+00       2.838503887349e+00 
       4.431200151233e+00       1.604787973027e+00 
       5.578550475133e+00       9.012942610084e-01 
       7.022978954122e+00       5.031115731913e-01 
       8.841406671840e+00       2.792769662700e-01 
       1.113067153519e+01       1.542477802486e-01 
