k                         CCL nl error             
7.31448083269e-06         -8.42885993865e-06       
9.20838579435e-06         -6.93372922565e-06       
1.15926708781e-05         -4.85816866058e-06       
1.4594307959e-05          -8.7612588271e-07        
1.83731451572e-05         -6.03830363921e-07       
2.31304193329e-05         -5.95124180916e-07       
2.91194726837e-05         -5.86428405287e-07       
3.66592441395e-05         -5.77730628274e-07       
4.61512540244e-05         -5.69015698585e-07       
5.81009864775e-05         -5.60305952567e-07       
7.31448083269e-05         -5.50639496237e-07       
9.20838579435e-05         -5.42882080169e-07       
0.000115926708781         -5.34093571463e-07       
0.00014594307959          -5.2535977522e-07        
0.000183731451572         -5.16651798264e-07       
0.000231304193329         -5.07680527849e-07       
0.000291194726837         -4.98731555075e-07       
0.000366592441395         -4.89978627758e-07       
0.000461512540244         -4.80812948242e-07       
0.000581009864775         -4.71264678443e-07       
0.000731448083269         -4.61864856387e-07       
0.000920838579435         -4.52506734045e-07       
0.00115926708781          -4.42233065341e-07       
0.0014594307959           -4.27769047185e-07       
0.00183731451572          -4.21524407774e-07       
0.00231304193329          -3.89891478772e-07       
0.00291194726837          -4.77090858876e-07       
0.00366592441395          -0.00415012276355        
0.00461512540244          -0.00519854771536        
0.00581009864775          -0.00649186282545        
0.00731448083269          -0.00806630724182        
0.00920838579435          -0.00994219518792        
0.0115926708781           -0.0121024688677         
0.0145943077359           -0.0144591311074         
0.0183730014616           -0.0168017741811         
0.0231130583877           -0.0186856565749         
0.0286090421377           -0.0192692467342         
0.0330874744651           -0.0184329881305         
0.036366700944            -0.017096532999          
0.0390958380664           -0.0155421618368         
0.0415444469195           -0.0138041278649         
0.043834672655            -0.0118866189721         
0.0460319836976           -0.00978297489188        
0.0481759906975           -0.00748011798171        
0.0502928897774           -0.0049626129224         
0.0524012428923           -0.0022072569361         
0.0545149605334           0.000820650373981        
0.0566449694464           0.00415796802849         
0.0588002056917           0.00785215883019         
0.0609882366044           0.0119409798081          
0.0632156667175           0.0164489989117          
0.0654884118417           0.0213720693633          
0.0678118893931           0.0266712389138          
0.0701911536474           0.0322724000982          
0.0726309936649           0.038091414478           
0.0751360052281           0.0440557024419          
0.0777106442573           0.0501330004166          
0.0803592667566           0.0563562949028          
0.0830861588023           0.0628311158744          
0.0858955590848           0.0697090335237          
0.0887916758567           0.0771913442136          
0.0917786997052           0.0855012454351          
0.0948608132689           0.094878436909           
0.0980421988318           0.105543161509           
0.101327044597            0.117637151785           
0.104719550359            0.13111014288            
0.108223933243            0.145635840745           
0.111844434152            0.160589049735           
0.115585325523            0.175284485053           
0.11945092101             0.189289514058           
0.123445587673            0.202749541908           
0.127573761274            0.216379828021           
0.131839965246            0.231320404627           
0.136248833946            0.248868231643           
0.140805140763            0.269907125956           
0.145513831725            0.294485458766           
0.150380065253            0.321549333964           
0.1554092588              0.349214630209           
0.160607143212            0.375562301978           
0.165979825802            0.399910797479           
0.171533863339            0.423801049122           
0.17727634646             0.450360767639           
0.183214997397            0.482284615994           
0.18935828345             0.52038783937            
0.195715549333            0.562645453539           
0.202297172443            0.604805125367           
0.209114746337            0.644461790231           
0.216181299328            0.683514407542           
0.223511557316            0.726716491599           
0.231122262938            0.778090429126           
0.239032567238            0.836316472648           
0.24726451575             0.896536999232           
0.255843658928            0.955499021303           
0.264799828456            1.01683124631            
0.274168137826            1.08652139704            
0.283990290711            1.16548310308            
0.294316318787            1.24894526296            
0.305206929891            1.33534347773            
0.31673674163             1.42943813175            
0.328998829656            1.53614666493            
0.342111279692            1.65272193058            
0.356226885801            1.77830195289            
0.371547959738            1.92090333608            
0.388349774622            2.08201288083            
0.40701927022             2.26439853557            
0.428122190228            2.4783702559             
0.452526521068            2.73207301998            
0.481645487536            3.04531420469            
0.517954410143            3.44835635494            
0.566177448438            4.00289195714            
0.636082399407            4.83649819728            
0.747344574184            6.20731431934            
0.922922098617            8.39338027016            
1.16047000103             11.2327287879            
1.4609216133              14.4771475431            
1.83919126872             18.0021012191            
2.3154046253              21.7306759765            
2.91492172138             25.6338240407            
3.66966902844             29.7243445965            
4.61983959277             34.0495392561            
5.81603346176             38.6828122686            
