k                         CCL lin error            
7.18330470203e-06         -6.40093203157e-06       
9.04324483004e-06         -4.43889985721e-06       
1.13847707216e-05         -2.09242985264e-06       
1.43325771689e-05         2.01280160786e-06        
1.80436456144e-05         2.24309911082e-06        
2.27156039854e-05         2.18977809309e-06        
2.85972511015e-05         2.13645108584e-06        
3.60018061191e-05         2.08311740639e-06        
4.53235885938e-05         2.02978735779e-06        
5.70590174345e-05         1.97646382207e-06        
7.18330470203e-05         1.92310880182e-06        
9.04324483004e-05         1.86994564323e-06        
0.0001                    1.90193321136e-06        
0.000113847707216         1.8163680122e-06         
0.000143325771689         1.76302340626e-06        
0.000180436456144         1.70945811211e-06        
0.000227156039854         1.65585155317e-06        
0.000285972511015         1.60235362509e-06        
0.000360018061191         1.54845503666e-06        
0.000453235885938         1.49404714378e-06        
0.000570590174345         1.43962712837e-06        
0.000718330470203         1.38531530739e-06        
0.000904324483004         1.32920978439e-06        
0.00113847707216          1.27247138196e-06        
0.00143325771689          1.2157677224e-06         
0.00180436456144          1.15763447382e-06        
0.00227156039854          1.0970756298e-06         
0.00285972511015          1.03510485046e-06        
0.00360018061191          9.72643796623e-07        
0.00453235885938          9.08908313539e-07        
0.00570590174345          8.40637037227e-07        
0.00718330470203          7.70357970061e-07        
0.00904324483004          6.98018432499e-07        
0.01                      1.70854448189e-05        
0.0113847707216           6.10034218498e-07        
0.0143325769541           5.19610305468e-07        
0.0180435065611           6.48543177466e-07        
0.0226987338749           2.13207640881e-07        
0.0280993454145           2.41510544165e-07        
0.0325046229285           1.74673434101e-06        
0.0357292257855           7.70385136169e-07        
0.038412145949            6.86379768157e-07        
0.040818928265            -3.48060273301e-07       
0.0430698355865           1.03698156252e-06        
0.0452293020121           -4.24676264025e-07       
0.0473363013533           -4.5329549972e-05        
0.049416603052            -4.77523741988e-08       
0.0514884636189           1.60274969394e-07        
0.0535655627139           -1.69473434832e-07       
0.0556586444764           9.5345905733e-08         
0.0577764947204           -7.30617397788e-07       
0.0599265528813           -2.68737392542e-07       
0.0621153113637           5.24639212966e-07        
0.0643485851573           -4.54878343995e-08       
0.0666316990526           4.49851704958e-08        
0.0689696206755           -1.15235358543e-07       
0.071367056801            7.51451337485e-07        
0.073828524104            4.91376681883e-07        
0.0763584016938           -1.97834375993e-07       
0.0789609703996           1.10762218315e-07        
0.0816404422627           -6.86893133838e-08       
0.0844009827054           -1.83430139752e-07       
0.0872467272003           -3.79264590162e-07       
0.0901817938297           -1.22737540537e-07       
0.0932102928416           -5.74462040799e-07       
0.0963363341178           -1.6417401302e-06        
0.09956403334             -1.98955630973e-06       
0.1                       1.82481863793e-05        
0.102897517566            -6.51519822365e-07       
1.0                       8.11469999233e-07        
10.0                      8.5754466413e-06         
