k                         CCL lin error            
7.0379407886e-06          -8.52770680512e-06       
8.86024250547e-06         -7.08566499103e-06       
1.11543844448e-05         -4.42283787337e-06       
1.40425380305e-05         -3.05157664973e-07       
1.76785079726e-05         -2.02509524863e-08       
2.22559229294e-05         -1.78932707525e-08       
2.80185469387e-05         -1.55304161113e-08       
3.52732607427e-05         -1.31716428533e-08       
4.44064043058e-05         -1.08177935463e-08       
5.5904350827e-05          -8.44620623765e-09       
7.0379407886e-05          -6.06748627383e-09       
8.86024250547e-05         -3.72551794512e-09       
0.0001                    5.33022218145e-08        
0.000111543844448         -1.36760178121e-09       
0.000140425380305         1.0932335157e-09         
0.000176785079726         3.52691581843e-09        
0.000222559229294         5.80171949157e-09        
0.000280185469387         8.1804460709e-09         
0.000352732607427         1.07558115867e-08        
0.000444064043058         1.33419865135e-08        
0.00055904350827          1.55821979714e-08        
0.00070379407886          1.81170910243e-08        
0.000886024250547         2.09634685533e-08        
0.00111543844448          2.43165554136e-08        
0.00140425380305          2.61688428724e-08        
0.00176785079726          2.89391836776e-08        
0.00222559229294          3.29704731735e-08        
0.00280185469387          3.66338989192e-08        
0.00352732607427          3.86207621191e-08        
0.00444064043058          4.23104874071e-08        
0.0055904350827           5.07164384805e-08        
0.0070379407886           5.64594766365e-08        
0.00886024250547          5.57110947394e-08        
0.01                      3.96470806025e-05        
0.0111543844448           5.91252973505e-08        
0.0140425379261           4.80969577153e-08        
0.01767842711             -1.76839651407e-08       
0.0222445663248           4.17576895501e-07        
0.0276356332232           -1.2954100979e-06        
0.0322015055764           -1.03054248672e-06       
0.0355091777034           1.41025216763e-07        
0.0382334936618           -5.97458125323e-07       
0.0406643454056           -7.29345655661e-07       
0.0429306723476           -1.89185922193e-07       
0.0451005992514           1.11564040128e-07        
0.0472149222815           1.89751559676e-07        
0.0493004133159           -6.21289606738e-07       
0.0513759259128           3.01223068438e-07        
0.05345551741             4.63414237453e-08        
0.0555501823021           -5.3848102363e-07        
0.0576688786331           7.36720391228e-08        
0.0598191679235           -2.96801270721e-07       
0.0620076312702           5.58782129249e-08        
0.0642401494336           3.00359801453e-08        
0.0665220968443           1.00110921771e-06        
0.0688584791857           1.49544743861e-06        
0.0712540328402           1.21451334144e-07        
0.0737132978516           5.51284338309e-07        
0.0762406720545           1.17455268826e-06        
0.0788404515305           1.01338072414e-06        
0.0815168609725           1.63521538436e-06        
0.0842740765081           1.21702041316e-07        
0.0871162428588           -7.74468792455e-07       
0.0900474862654           -1.68711932899e-06       
0.0930719243064           -2.28220365242e-06       
0.0961936735428           -7.85966397541e-07       
0.0994168557892           1.01703597174e-07        
0.1                       2.23640336072e-05        
0.102745603726            1.60656617548e-07        
1.0                       -7.57995989556e-06       
10.0                      -8.00372206098e-06       
