k                         pk_nl                    
6.94502744831e-06         81.1837779977            
8.74327154029e-06         103.2509515              
1.10071267243e-05         131.31636946             
1.3857151544e-05          167.010459833            
1.74451202139e-05         212.405524796            
2.19621051491e-05         270.138370226            
2.76486522686e-05         343.561265057            
3.48075909429e-05         436.936257452            
4.38201607613e-05         555.68109158             
5.51663139313e-05         706.680477996            
6.94502744831e-05         898.679155197            
8.74327154029e-05         1142.77614426            
0.000110071267243         1453.04220157            
0.00013857151544          1847.28346928            
0.000174451202139         2347.97162252            
0.000219621051491         2983.35112369            
0.000276486522686         3788.71487954            
0.000348075909429         4807.80944066            
0.000438201607613         6094.29316478            
0.000551663139313         7713.1073579             
0.000694502744831         9741.43132656            
0.000874327154029         12268.4393259            
0.00110071267243          15392.4364952            
0.0013857151544           19216.0725943            
0.00174451202139          23834.174007             
0.00219621051491          29315.8885178            
0.00276486522686          35678.4119716            
0.00348075909429          42849.0619813            
0.00438201607613          50379.1010607            
0.00551663139313          58227.0429252            
0.00694502744831          65560.6076647            
0.00874327154029          71386.3399764            
0.0110071267243           74437.3802622            
0.0138571514873           73356.528832             
0.0174450690304           67334.1130598            
0.021953972665            57178.8987174            
0.0273426359839           46431.9320208            
0.0320584216893           40061.4499182            
0.0354521056871           37080.1428989            
0.0382226646797           35326.4460172            
0.0406832682607           34059.9041857            
0.0429711596051           32976.6700601            
0.0451579936213           31922.6009614            
0.047286317674            30814.9875226            
0.0493838756251           29612.0220058            
0.0514701074208           28298.9293176            
0.0535594476007           26890.2083246            
0.0556631460384           25410.1851062            
0.0577903411288           23901.3724876            
0.0599487264155           22410.8097213            
0.0621449827355           20987.0984453            
0.0643850683772           19675.1591796            
0.0666744196459           18510.2752429            
0.069018092857            17515.926478             
0.0714208668302           16701.163319             
0.073887318011            16057.6561083            
0.0764218761588           15563.5444057            
0.0790288659506           15180.9616694            
0.0817125381984           14861.5284722            
0.0844770933128           14549.791067             
0.087326698944            14191.4919229            
0.0902655032646           13743.9285202            
0.0932976450495           13185.6383757            
0.0964272615022           12523.5249125            
0.0996584946389           11793.6533659            
0.102995496958            11050.5611099            
0.10644243706             10355.7115376            
0.110003505853            9759.99615138            
0.113682923955            9292.24811751            
0.117484950889            8952.11190135            
0.121413896658            8710.09180072            
0.125474136288            8517.40776657            
0.129670127906            8312.41320029            
0.134006434943            8042.10378042            
0.138487753047            7690.08037727            
0.143118942312            7281.41169048            
0.147905065476            6867.59331995            
0.15285143279             6500.02471569            
0.157963654375            6210.77474238            
0.163247700999            6000.4787007             
0.168709974449            5836.46359331            
0.174357388896            5671.15277671            
0.180197465081            5469.58148767            
0.186238439594            5228.52708824            
0.192489392213            4977.51518527            
0.198960395141            4755.70012557            
0.205662689101            4579.40523398            
0.212608892819            4435.9744182             
0.219813254476            4296.22224898            
0.227291956488            4138.99557429            
0.235063488818            3970.29574304            
0.243149111326            3811.07591972            
0.251573433149            3675.00412141            
0.260365147831            3553.4654303             
0.269557978493            3430.65450521            
0.279191910494            3302.36569165            
0.289314823953            3178.5470687             
0.299984692641            3065.32821522            
0.311272601362            2957.50530363            
0.323266973341            2848.13122228            
0.336079632814            2740.1004977             
0.349854733139            2637.06795405            
0.364782310241            2534.59113968            
0.381119592274            2431.46598887            
0.399225901913            2328.95264833            
0.419622630565            2224.27069643            
0.443102291392            2116.28746708            
0.470940441479            2002.31132635            
0.505340072414            1878.55071163            
0.55043944069             1738.43009398            
0.614697488684            1570.95976305            
0.715561054009            1360.43264233            
0.877289691746            1106.25204144            
1.1019571714              853.725105261            
1.38722770863             632.927462028            
1.74641597806             450.511419021            
2.19860745419             308.684690632            
2.76788279464             204.695297986            
3.48455798704             132.149835387            
4.38679859876             83.5261362131            
5.5226522324              51.9372004146            
