k                         pk_nl                    
7.20877021962e-06         123.924018252            
9.07530401726e-06         155.591886554            
1.14251308471e-05         195.352244891            
1.43833875565e-05         245.273069368            
1.81076121025e-05         307.949107971            
2.27961330228e-05         386.639666438            
2.8698631153e-05          485.435512892            
3.61294360422e-05         609.470931949            
4.54842651474e-05         765.188784253            
5.72612972308e-05         960.67162459             
7.20877021962e-05         1206.05394875            
9.07530401726e-05         1514.03347379            
0.000114251308471         1900.50056999            
0.000143833875565         2385.30445299            
0.000181076121025         2993.17030717            
0.000227961330228         3754.7691496             
0.00028698631153          4707.92058296            
0.000361294360422         5898.87648197            
0.000454842651474         7383.59599059            
0.000572612972308         9228.85748498            
0.000720877021962         11512.8553124            
0.000907530401726         14324.492151             
0.00114251308471          17759.8656705            
0.00143833875565          21916.786993             
0.00181076121025          26882.2604316            
0.00227961330228          32713.9675745            
0.0028698631153           39413.9179799            
0.00361294360422          46686.4028234            
0.00454842651474          54612.4388832            
0.00572612972308          62624.2710964            
0.00720877021962          70037.5651019            
0.00907530401726          75880.6917331            
0.0114251308471           78914.2070516            
0.0143833874367           77874.9885202            
0.0181075219687           72040.610606             
0.0227837698266           62227.219258             
0.0282905454556           51900.143794             
0.0329256490069           45763.702051             
0.0362885350782           42654.994448             
0.0390629299423           40675.2916546            
0.0415406397425           39165.0206294            
0.043851830215            37844.9140524            
0.0460654299122           36570.3220286            
0.0482227832174           35263.1380831            
0.0503510548122           33884.0254552            
0.052469393339            32424.0332317            
0.0545920875246           30890.7281589            
0.0567303203907           29309.2994443            
0.0588932088945           27717.6996331            
0.0610884525781           26157.0670242            
0.0633227555841           24671.5838286            
0.0656021108627           23304.2477855            
0.0679319971095           22082.6647769            
0.0703175184739           21028.0075657            
0.0727635055658           20144.915193             
0.0752745895797           19425.0316016            
0.0778552572922           18842.686885             
0.0805098921715           18360.3673083            
0.0832428052334           17929.2251189            
0.0860582582332           17496.4074594            
0.0889604811043           17012.0519004            
0.091953685092            16439.6571296            
0.0950420727352           15765.4853918            
0.0982298456414           15001.6930578            
0.101521210871            14187.8519322            
0.104920386661            13378.0443295            
0.108431608162            12630.1140971            
0.112059133829            11989.1323401            
0.115807253084            11476.6708821            
0.119680295857            11085.5043448            
0.123682644604            10780.7256274            
0.127818749385            10510.4163653            
0.132093146598            10217.8549535            
0.136510481952            9857.60823424            
0.141075538284            9423.25061143            
0.145793268829            8947.33628643            
0.150668836624            8483.22371966            
0.155707660754            8076.74517985            
0.160915470286            7750.42120839            
0.166298366863            7496.07389906            
0.17186289715             7277.36276989            
0.17761613662             7048.89320712            
0.183565786532            6784.80442503            
0.189720286506            6491.14534788            
0.196088945768            6199.59337727            
0.202682097037            5944.03949937            
0.209511278255            5732.90880321            
0.216589448947            5547.59743137            
0.223931250153            5361.35504312            
0.231553319798            5160.11254383            
0.23947467936             4955.00433306            
0.24771721329             4764.91986801            
0.256306270474            4597.19743567            
0.265271428293            4440.45230068            
0.274647476294            4281.80210452            
0.284475700844            4121.67167171            
0.294805589127            3969.32324776            
0.305697128169            3826.77472021            
0.317223965517            3688.33482359            
0.329477846671            3549.77786338            
0.34257499396             3414.36759103            
0.356665525827            3283.37980034            
0.371947800357            3152.62105131            
0.388691048578            3021.92435856            
0.407272601263            2891.07289894            
0.428242175727            2757.31087476            
0.452439456774            2619.03119856            
0.481224155946            2472.52129813            
0.516962094334            2312.6591356             
0.564134992045            2130.47819276            
0.631962364793            1910.84805079            
0.739251663963            1632.88079931            
0.909972741518            1300.38552354            
1.14371267287             977.529287519            
1.43981358417             702.935842385            
1.81261777881             485.158099368            
2.28195058354             323.29042466             
2.87280557808             209.418431496            
3.61664794539             132.710157759            
4.55309000396             82.7150651849            
5.73200070817             50.9218630756            
