k                         pk_nl                    
7.0379407886e-06          260.093432277            
8.86024250547e-06         320.79959754             
1.11543844448e-05         395.674665373            
1.40425380305e-05         488.025677148            
1.76785079726e-05         601.927716482            
2.22559229294e-05         742.410756936            
2.80185469387e-05         915.675338642            
3.52732607427e-05         1129.36570338            
4.44064043058e-05         1392.9035791             
5.5904350827e-05          1717.89666759            
7.0379407886e-05          2118.63660031            
8.86024250547e-05         2612.70153822            
0.000111543844448         3221.677614              
0.000140425380305         3972.0077358             
0.000176785079726         4895.96321172            
0.000222559229294         6032.7092134             
0.000280185469387         7429.39634434            
0.000352732607427         9142.16253356            
0.000444064043058         11236.8824902            
0.00055904350827          13789.4272596            
0.00070379407886          16884.926128             
0.000886024250547         20614.8618304            
0.00111543844448          25070.1907078            
0.00140425380305          30332.1560546            
0.00176785079726          36453.5510244            
0.00222559229294          43434.9540481            
0.00280185469387          51193.5530092            
0.00352732607427          59336.6637837            
0.00444064043058          67776.0351047            
0.0055904350827           75788.9298978            
0.0070379407886           82519.616611             
0.00886024250547          86837.3233041            
0.0111543844448           87434.9020797            
0.0140425379261           83137.7387069            
0.01767842711             73605.319011             
0.0222445663248           60391.0364036            
0.0276356332232           47844.3015512            
0.0322015055764           40902.6581709            
0.0355091777034           37596.5613304            
0.0382334936618           35587.670285             
0.0406643454056           34104.7565645            
0.0429306723476           32829.0180029            
0.0451005992514           31603.0926767            
0.0472149222815           30343.9453635            
0.0493004133159           29012.5784666            
0.0513759259128           27593.7401294            
0.05345551741             26103.9835985            
0.0555501823021           24568.7552788            
0.0576688786331           23026.8917322            
0.0598191679235           21524.1967216            
0.0620076312702           20103.4722933            
0.0642401494336           18804.4701464            
0.0665220968443           17655.5369485            
0.0688584791857           16675.7772979            
0.0712540328402           15866.6882462            
0.0737132978516           15218.0011726            
0.0762406720545           14705.0780346            
0.0788404515305           14290.8412502            
0.0815168609725           13929.0458785            
0.0842740765081           13569.9577232            
0.0871162428588           13167.0021443            
0.0900474862654           12685.4546649            
0.0930719243064           12112.3864585            
0.0961936735428           11458.4335209            
0.0994168557892           10757.8089118            
0.102745603726            10059.1055589            
0.106184066516            9413.67262701            
0.109736416048            8861.54584205            
0.113406854428            8422.53497546            
0.117199623288            8091.62041187            
0.121119015519            7839.96259818            
0.125169390001            7625.36643279            
0.129355189888            7396.66454222            
0.133680965058            7115.79791123            
0.138151399281            6774.15616581            
0.142771342737            6396.31646592            
0.147545850519            6024.06397061            
0.15248022784             5696.13334358            
0.157580082747            5433.83972308            
0.162851387317            5233.35279405            
0.168300548474            5066.77663869            
0.173934489896            4897.49833791            
0.179760746821            4702.20446773            
0.185787576087            4481.88163061            
0.19202408441             4260.68631126            
0.198480378785            4065.97646479            
0.205167744078            3906.80879365            
0.212098854419            3771.33357898            
0.21928802715             3638.0930205             
0.226751530866            3493.96721761            
0.23450796305             3345.07336216            
0.242578718204            3206.31898559            
0.250988575034            3085.47192855            
0.259766442241            2974.84921749            
0.268946318451            2863.84025398            
0.278568545587            2750.92916908            
0.288681470963            2643.07357014            
0.299343689146            2543.35541159            
0.310627123128            2447.56019126            
0.32262134864             2351.51162513            
0.335439808049            2257.52072291            
0.349228981967            2167.24250462            
0.364182348578            2077.47498332            
0.380562397723            1987.64454431            
0.398736814358            1898.15007718            
0.419240912992            1806.80467574            
0.442891721647            1712.60319107            
0.471010950661            1613.09890722            
0.505895516488            1504.94897578            
0.55189066249             1382.40217828            
0.617926288929            1236.05714119            
0.722255783311            1053.80531184            
0.888494892247            841.088592329            
1.11661911814             640.046119885            
1.40570292474             471.011782107            
1.76967499204             334.930998001            
2.22788881802             230.370734578            
2.80474584766             153.81623357             
3.53096582124             100.146910138            
4.44522260054             63.8701748388            
5.5962036929              40.0667804808            
