k                         CCL lin error            
9.21791714759e-06         -4.42807763291e-06       
1.16046701409e-05         -3.61276214603e-06       
1.46094141359e-05         -2.2823404742e-06        
1.83921627071e-05         -5.62343517948e-10       
2.31543610098e-05         1.49209551165e-07        
2.91496134691e-05         1.47792992572e-07        
3.66971891402e-05         1.49258123396e-07        
4.61990239501e-05         1.48270529697e-07        
5.81611252508e-05         1.48676506151e-07        
7.32205185568e-05         1.4884171327e-07         
9.21791714759e-05         1.48592667575e-07        
0.000116046701409         1.48640250216e-07        
0.000146094141359         1.48733473145e-07        
0.000183921627071         1.48660119581e-07        
0.000231543610098         1.48785974937e-07        
0.000291496134691         1.48694296489e-07        
0.000366971891402         1.48776112074e-07        
0.000461990239501         1.48724528589e-07        
0.000581611252508         1.48763794196e-07        
0.000732205185568         1.48919228398e-07        
0.000921791714759         1.48450862241e-07        
0.00116046701409          1.49475491064e-07        
0.00146094141359          1.48368633173e-07        
0.00183921627071          1.49140568109e-07        
0.00231543610098          1.48268623712e-07        
0.00291496134691          1.49531690902e-07        
0.00366971891402          1.48298587764e-07        
0.00461990239501          1.5064050355e-07         
0.00581611252508          2.50792703148e-07        
0.00732205185568          1.28012022225e-07        
0.00921791714759          1.61520696353e-07        
0.0116046701409           -9.84522796964e-08       
0.0146094141354           8.02812841559e-07        
0.0183921613799           4.77885456795e-07        
0.0231537897213           7.84451604816e-07        
0.0290999348697           2.07153912429e-07        
0.0356295068673           1.73895478161e-07        
0.0405783865067           6.30390128622e-07        
0.0443115145684           -6.39715802725e-07       
0.0474850425933           -3.86232411668e-07       
0.0503648815651           5.23665341895e-07        
0.0530766251125           -2.0407608761e-07        
0.055689691142            1.37503049314e-07        
0.058247020626            7.90083533377e-08        
0.0607774945495           -2.46658103072e-07       
0.0633018548603           -1.20175558696e-07       
0.0658358207484           -9.87440837324e-07       
0.0683918580353           4.53698351668e-07        
0.0709802457466           1.56090229655e-07        
0.0736097507808           4.7562674086e-07         
0.0762880718429           -8.73925068731e-08       
0.0790221412175           -7.63357485327e-07       
0.0818183354992           3.45923659732e-07        
0.0846826260255           9.17041586878e-07        
0.0876206881841           4.63335384732e-07        
0.0906379819307           9.74838801175e-07        
0.0937398116896           5.34834638934e-07        
0.0969313711996           6.82656292371e-08        
0.100217777196            2.92721978157e-07        
0.103604094731            -5.1539316778e-07        
0.107095356218            -1.10348181189e-06       
0.110696575793            -5.45735246651e-07       
0.114412760293            1.27821391085e-07        
0.118248917917            1.92659043532e-07        
0.1222100655              -9.42080898141e-07       
0.126301235258            -3.93680368006e-08       
0.13052748178             1.10450431744e-08        
0.134893890038            2.51101640001e-07        
0.139405585122            1.38523319177e-06        
0.14406774445             4.86676212145e-06        
0.148885613122            1.3847923516e-06         
0.153864523164            -4.02396599446e-07       
0.159009917319            -6.49223651809e-07       
0.164327378122            -3.42182461128e-06       
0.169822662964            -6.20718966264e-06       
0.175501745896            -1.62373381942e-06       
0.18137086699             1.0364815574e-06         
0.187436590152            2.68590766684e-06        
0.193705870424            6.06604251191e-06        
0.200186132019            3.86089322212e-06        
0.206885358592            -2.59596226979e-06       
0.213812197648            7.14668182419e-08        
0.220976081485            -7.21419166551e-06       
0.228387367735            -5.16163943231e-06       
0.236057503488            6.84979009333e-07        
0.243999218125            3.85713319088e-07        
0.252226751584            5.85766863691e-06        
0.260756126859            8.56788952935e-07        
0.269605478336            -3.78325651022e-06       
0.278795451419            -1.93215692399e-07       
0.288349694158            1.37377894573e-06        
0.298295468959            8.80570889582e-06        
0.308664422915            1.57278674966e-06        
0.319493570307            -2.47747614847e-06       
0.330826562925            -9.4180759577e-06        
0.342715356773            -1.20735882786e-07       
0.355222434049            9.20494296397e-06        
0.368423817727            1.66286274414e-06        
0.382413241726            -9.00139404992e-06       
0.39730804643             -4.91676068754e-08       
0.413257720553            1.0380895263e-05         
0.430456628285            -3.41570588936e-06       
0.449163591936            -1.40830889247e-06       
0.469733166833            2.44076174009e-06        
0.492667813062            -4.20360241695e-06       
0.518709501991            8.72149345083e-07        
0.549010582204            -2.42180966859e-07       
0.585475781634            7.06680008997e-07        
0.631502807945            4.27402208196e-09        
0.693706192059            -1.719406054e-07         
0.785905966161            1.80337098453e-08        
0.934566848737            4.38614767208e-07        
1.16251281912             1.55116916204e-07        
1.46274095461             1.72316915322e-07        
1.8414726636              1.26541222207e-07        
2.31827671219             5.10189259141e-07        
2.91853746454             2.12443681627e-07        
3.67422097938             7.111860604e-08          
4.62557015949             5.01563387005e-07        
5.82324781782             -3.22604214167e-07       
7.33103465703             -8.27807462644e-08       
9.22922582449             -1.08270888757e-06       
