k                         CCL lin error            
7.26174830878e-06         -6.77889329932e-06       
9.14199947998e-06         -5.47499817044e-06       
1.150909546e-05           -3.37054544186e-06       
1.44890927413e-05         -1.24661157025e-07       
1.82406870459e-05         9.97185816842e-08        
2.29636644506e-05         1.00771357926e-07        
2.89095407248e-05         1.01018199907e-07        
3.63949554618e-05         1.01004162118e-07        
4.58185342919e-05         1.01079357923e-07        
5.76821171513e-05         1.01334237907e-07        
7.26174830878e-05         1.01117101792e-07        
9.14199947998e-05         1.01095932251e-07        
0.0001150909546           1.01253073366e-07        
0.000144890927413         1.0121462901e-07         
0.000182406870459         1.01203085849e-07        
0.000229636644506         1.0124669451e-07         
0.000289095407248         1.01426387099e-07        
0.000363949554618         1.01274420429e-07        
0.000458185342919         1.01190097486e-07        
0.000576821171513         1.01568075073e-07        
0.000726174830878         1.01722196474e-07        
0.000914199947998         1.01165292881e-07        
0.001150909546            1.01400592407e-07        
0.00144890927413          1.02086580026e-07        
0.00182406870459          1.01453789069e-07        
0.00229636644506          1.0107609434e-07         
0.00289095407248          1.02145474594e-07        
0.00363949554618          -3.45778097606e-07       
0.00458185342919          1.13260593639e-06        
0.00576821171513          1.21728546411e-06        
0.00726174830878          1.36285468504e-06        
0.00914199947998          7.6144382763e-08         
0.0115090954599           -2.7268823992e-07        
0.0144890923385           7.07278801791e-08        
0.0182404647109           2.48299594076e-07        
0.0229399792832           4.56482726988e-07        
0.0282903764356           2.59019919035e-07        
0.0325206622738           1.52021740064e-07        
0.0356512490241           7.49965977854e-07        
0.0382785884019           3.89307105998e-07        
0.0406463949554           3.11225693773e-07        
0.0428668611705           -5.44315757493e-07       
0.0450008394694           -5.38281553895e-07       
0.0470854632457           1.83244433601e-05        
0.0491454495994           -1.28441040204e-07       
0.0511984030049           -2.5318694974e-07        
0.0532575729228           8.76928174485e-07        
0.0553334047791           -4.45843714162e-07       
0.0574344678517           4.36225505227e-08        
0.0595680386238           -2.22174648495e-07       
0.0617404827009           3.64810775783e-07        
0.0639575133482           5.21704681037e-09        
0.0662243714073           -2.70259877358e-08       
0.0685459533757           4.0647821416e-07         
0.0709269042636           1.30418389074e-07        
0.0733716858812           -1.01669947946e-06       
0.0758846275809           6.62150640779e-08        
0.078469964221            -8.12242993453e-07       
0.0811318646704           -3.69238373171e-07       
0.0838744532374           6.54473508913e-07        
0.0867018257814           -1.35110191227e-08       
0.089618061859            5.60299784167e-07        
0.0926272339793           4.98227104849e-07        
0.0957334148607           3.5773413047e-07         
0.0989406834642           3.72118102958e-07        
0.102253130498            7.45847092779e-07        
0.105674864041            4.01220635677e-07        
0.109210015903            4.60608140429e-07        
0.112862749317            1.52725981299e-07        
0.116637268548            -1.73988413038e-07       
0.120537830996            -7.56011144352e-08       
0.124568762372            9.97594990466e-08        
0.128734475496            -1.35489205313e-05       
0.133039493314            1.1247499645e-06         
0.137488476703            8.41158984707e-07        
0.142086257666            1.88564315718e-07        
0.146837878583            2.60265276172e-07        
0.151748638228            1.87698950403e-06        
0.156824145374            -4.022226351e-07         
0.16207038098             -1.16360842139e-06       
0.167493770138            4.6717343468e-07         
0.173101265284            1.45502344407e-07        
0.178900442555            5.0432339801e-07         
0.184899613703            1.72648439408e-06        
0.191107956677            3.052081409e-07          
0.197535668921            -8.62778382651e-08       
0.204194148625            1.48203817481e-07        
0.211096210841            -5.14942941698e-07       
0.218256347532            1.52299173497e-06        
0.225691043624            8.74903017749e-07        
0.233419165234            -2.13868720496e-07       
0.241462441937            1.30204143317e-08        
0.249846073048            -1.05904239659e-06       
0.258599499484            1.44056171389e-06        
0.267757399799            5.62389528269e-07        
0.277360994243            7.98322270473e-07        
0.287459779283            -1.11681831222e-06       
0.298113874853            3.58538697542e-07        
0.309397262212            6.25643548604e-07        
0.321402346858            8.93966886114e-07        
0.334246545829            8.24100498337e-07        
0.348082062203            7.35138623994e-07        
0.363110853249            5.55621346925e-07        
0.379608403732            5.65110952429e-07        
0.39796312724             6.47118540802e-07        
0.418745022489            5.74728603213e-07        
0.442832583703            6.01033745768e-07        
0.471664189909            5.83250691775e-07        
0.5077764452              5.65587671212e-07        
0.556046985991            5.46776773814e-07        
0.626606890746            5.14476656733e-07        
0.739539274877            9.97899292665e-07        
0.916012461746            8.62348472872e-08        
1.15215368099             7.48581874118e-07        
1.4504604335              9.58166318925e-07        
1.82602145733             -3.24006754672e-07       
2.29882481511             1.17620374486e-07        
2.894048977               -1.2076067897e-07        
3.64339180012             1.8193311757e-06         
4.5867585223              3.56607209722e-08        
5.77438686148             -1.14837276311e-06       
7.26952235745             7.44167452171e-08        
