k                         CCL nl error             
7.1402963381e-06          -8.26748696892e-06       
8.98910050777e-06         -7.02216552165e-06       
1.13166070584e-05         -4.74970428352e-06       
1.42467642011e-05         -9.62744331736e-07       
1.79356134886e-05         -6.98473603292e-07       
2.2579599597e-05          -6.90774963742e-07       
2.84260317207e-05         -6.83075140856e-07       
3.57862536897e-05         -6.7537601189e-07        
4.50522241629e-05         -6.67671657312e-07       
5.67173898565e-05         -6.5994369909e-07        
7.1402963381e-05          -6.52229483092e-07       
8.98910050777e-05         -6.44519211785e-07       
0.000113166070584         -6.36734495725e-07       
0.000142467642011         -6.28875056544e-07       
0.000179356134886         -6.21080283816e-07       
0.00022579599597          -6.13330616625e-07       
0.000284260317207         -6.05080368216e-07       
0.000357862536897         -5.96783883188e-07       
0.000450522241629         -5.886196254e-07         
0.000567173898565         -5.80040330862e-07       
0.00071402963381          -5.70353892904e-07       
0.000898910050777         -5.61106070837e-07       
0.00113166070584          -5.51449286854e-07       
0.00142467642011          -5.39784224684e-07       
0.00179356134886          -5.37710022416e-07       
0.0022579599597           -4.86124303391e-07       
0.00284260317207          -5.03684318159e-07       
0.00357862536897          -0.00381532273876        
0.00450522241629          -0.00478673324493        
0.00567173898565          -0.00599433025863        
0.0071402963381           -0.00748411141356        
0.00898910050777          -0.00929866422096        
0.0113166070584           -0.0114629882393         
0.0142467641128           -0.0139551144064         
0.0179355417898           -0.0166465239855         
0.022569144708            -0.0191759335962         
0.0280614675537           -0.0207535179182         
0.0327593916546           -0.020887376545          
0.0361550942154           -0.0203842584391         
0.0389444841444           -0.0196333847183         
0.0414299045676           -0.0187007401688         
0.043745221589            -0.0175832346056         
0.0459609083351           -0.0162630733283         
0.0481190586368           -0.0147148544665         
0.0502472425233           -0.0129092995528         
0.0523648459009           -0.0108130676324         
0.0544863047669           -0.00838705131714        
0.0566228976702           -0.00558549800166        
0.0587838056086           -0.0023638551963         
0.0609767720997           0.00131207584216         
0.0632085319813           0.00545557105977         
0.0654850998271           0.0100402315372          
0.067811969596            0.0149915722607          
0.0701942561429           0.0201997298199          
0.0726367974627           0.0255116111711          
0.0751442296804           0.0308089723192          
0.0777210426735           0.0360259645435          
0.0803716216379           0.0411937288116          
0.0831002782825           0.0464451634671          
0.0859112742771           0.0520046705644          
0.0888088388807           0.0581494615597          
0.0917971822183           0.0651861069968          
0.094880505364            0.0734308322516          
0.0980630081842           0.0831633273201          
0.10134889576             0.0945724175893          
0.104742384124            0.1076275102             
0.108247705976            0.121954976312           
0.111869117041            0.136779728175           
0.115610903661            0.151143926268           
0.119477392253            0.164325971924           
0.123472961204            0.176311863578           
0.127602055818            0.187845851577           
0.131869206882            0.200376945031           
0.136279053456            0.215567828384           
0.140836370467            0.234669398671           
0.145546101748            0.258005170452           
0.150413399161            0.284640224955           
0.155443668544            0.312407396623           
0.160642623301            0.338584051249           
0.166016346604            0.361592039419           
0.171571363401            0.382712697875           
0.177314723677            0.405552866765           
0.183254098839            0.433832544215           
0.189397893573            0.469500210383           
0.195755376222            0.51084275766            
0.202336831636            0.55283835357            
0.209153741603            0.591274079337           
0.216218999601            0.62681086274            
0.223547168696            0.664924411468           
0.23115479432             0.71160496082            
0.239060787599            0.767127928903           
0.247286900414            0.826007538801           
0.255858321098            0.88224528501            
0.264804430809            0.938023462018           
0.274159776752            1.00107004172            
0.28396534244             1.07514966599            
0.29427023154             1.15503857104            
0.305133938073            1.23579432686            
0.316629465044            1.32149650263            
0.328847698983            1.4202114523             
0.341903692173            1.52985336763            
0.355945928699            1.64563626139            
0.371170416236            1.77625111591            
0.387842888448            1.92558714154            
0.406335258391            2.09249946514            
0.427188438426            2.28805895149            
0.451226955752            2.51899840003            
0.479782567118            2.80236720442            
0.515165230784            3.16391947079            
0.561735421066            3.65611844113            
0.6284399877              4.38602774892            
0.733621924395            5.5747898494             
0.90156602795             7.50058848828            
1.13287811558             10.0682704318            
1.42616643806             13.0290608054            
1.79543700159             16.241895676             
2.26032126648             19.6085877989            
2.84557588119             23.0780289534            
3.58236778802             26.6399081903            
4.50993384274             30.3227182452            
5.67767032013             34.1781117289            
