k                         CCL nl error             
5.64454387799e-06         -1.33143423333e-05       
7.10605972599e-06         -1.07294883248e-05       
8.94599916677e-06         -6.8241911509e-06        
1.12623456849e-05         -4.29609134089e-07       
1.41784531792e-05         9.40008990134e-13        
1.78496150072e-05         4.97198718738e-13        
2.24713339233e-05         3.09684981045e-12        
2.8289733313e-05          8.15002656162e-13        
3.56146641606e-05         1.36734281714e-11        
4.48362057443e-05         2.51065202422e-10        
5.64454387799e-05         3.71002549047e-12        
7.10605972599e-05         7.94962873629e-12        
8.94599916677e-05         2.29945026171e-11        
0.000112623456849         4.97388642126e-11        
0.000141784531792         9.79269260374e-13        
0.000178496150072         1.55896072409e-10        
0.000224713339233         2.2029099174e-10         
0.00028289733313          2.79915692828e-10        
0.000356146641606         3.33713760276e-10        
0.000448362057443         5.20336799302e-10        
0.000564454387799         8.27490344081e-10        
0.000710605972599         8.66283505342e-10        
0.000894599916677         1.21762544529e-09        
0.00112623456849          4.75441149631e-10        
0.00141784531792          3.32251228818e-09        
0.00178496150072          -7.63318947389e-09       
0.00224713339233          3.31015173752e-08        
0.0028289733313           -5.88963222401e-08       
0.00356146641606          -0.00303938738283        
0.00448362057443          -0.00380925212605        
0.00564454387799          -0.00477257110833        
0.00710605972599          -0.00597506989846        
0.00894599916677          -0.00746038573945        
0.0112623456734           -0.0092411189997         
0.0141784384241           -0.0112156275905         
0.0178464995604           -0.0130356079982         
0.0223214129903           -0.0140802653659         
0.0265426326259           -0.0141412599991         
0.0295630451271           -0.0138759974417         
0.0319766861078           -0.0135060258915         
0.034096192947            -0.013002994141          
0.0360542752177           -0.0123138766107         
0.037918319483            -0.0113843902775         
0.0397275534936           -0.0101620529324         
0.0415071818832           -0.0086014444165         
0.0432746618448           -0.00668532926386        
0.0450428330107           -0.00439143042843        
0.04682162212             -0.00174492292042        
0.0486190372208           0.00122477618905         
0.0504417799915           0.00444683747507         
0.0522956399195           0.00783368005947         
0.0541857574466           0.0112831987324          
0.0561168049985           0.0147078902062          
0.0580931146465           0.0180447084479          
0.06011876997             0.0212836964029          
0.0621976732209           0.0244925697809          
0.064333595028            0.0277972445825          
0.0665302114876           0.0313978692664          
0.0687911319793           0.0355295075657          
0.07111992007             0.0403943970368          
0.0735201092297           0.0462880219599          
0.0759952146585           0.0532558918518          
0.0785487422415           0.0613330827261          
0.0811841954635           0.0703418502059          
0.0839050809858           0.0799771891893          
0.0867149135121           0.0898365632491          
0.0896172205159           0.0995491369023          
0.0926155473693           0.108949138438           
0.0957134633943           0.118186884381           
0.0989145693436           0.127721095258           
0.10222250681             0.138231869355           
0.105640970058            0.150393407771           
0.109173720767            0.164594857878           
0.112824606178            0.180969394428           
0.116597581138            0.198844532267           
0.120496734557            0.217430208961           
0.124526320816            0.23608852536            
0.128690796716            0.254720423092           
0.132994864628            0.273997738057           
0.137443522644            0.295102500723           
0.142042122636            0.318633297384           
0.146796437418            0.344575633559           
0.151712738441            0.372683786007           
0.156797885907            0.402444923414           
0.162059433681            0.432995792645           
0.1675057521              0.464843603214           
0.173146172701            0.499099872515           
0.178991160128            0.536264907641           
0.185052518142            0.576695633194           
0.191343638866            0.619698373042           
0.197879807509            0.664964170761           
0.204678578987            0.713172246936           
0.211760248895            0.764752316888           
0.219148449709            0.820981184657           
0.226870915502            0.881091229677           
0.234960476646            0.945509786278           
0.243456373473            1.01476556561            
0.252406020172            1.09041082043            
0.26186741691             1.17215553656            
0.27191251623             1.26122252582            
0.282632029843            1.35916133689            
0.294142472287            1.46695380056            
0.306596792745            1.58681490815            
0.320200980785            1.7213701196             
0.335241054594            1.87451051448            
0.352129015696            2.05162952861            
0.371485517074            2.26106358123            
0.394298506189            2.51576235208            
0.422251242797            2.83905267344            
0.458456467589            3.27336181917            
0.509192969802            3.90909186553            
0.587574937754            4.94129396448            
0.714404652353            6.70051945596            
0.895846038356            9.3169109573             
1.12770213593             12.677812024             
1.41969227723             16.7539490938            
1.78728668418             21.485469645             
2.25006062488             26.7772945148            
2.83265849874             32.5378943885            
3.566105767               38.7020862746            
4.48946117122             45.2411623576            
5.65189675371             52.171437968             
