k                         CCL nl error             
1.24509575069e-07         -1.16245826213e-05       
1.56748268067e-07         -1.16236956206e-05       
1.97334377924e-07         -1.16224407053e-05       
2.48429262989e-07         -1.1620699047e-05        
3.1275391221e-07          -1.1617962624e-05        
3.93733847719e-07         -1.16136431534e-05       
4.95681546377e-07         -1.16067810177e-05       
6.24026094892e-07         -1.15959245471e-05       
7.85602308482e-07         -1.15786573887e-05       
9.89014709712e-07         -1.15513132191e-05       
1.24509575069e-06         -1.15081120419e-05       
1.56748268067e-06         -1.14396398525e-05       
1.97334377924e-06         -1.13310212295e-05       
2.48429262989e-06         -1.11590823665e-05       
3.1275391221e-06          -1.08865739894e-05       
3.93733847719e-06         -1.0454679047e-05        
4.95681546377e-06         -9.77024177369e-06       
6.24026094892e-06         -8.6854173164e-06        
7.85602308482e-06         -6.96624993856e-06       
9.89014709712e-06         -4.24152609725e-06       
1.24509575069e-05         7.67064231756e-08        
1.56748268067e-05         3.17150995508e-07        
1.97334377924e-05         3.38707209678e-07        
2.48429262989e-05         3.33567379708e-07        
3.1275391221e-05          3.42243871095e-07        
3.93733847719e-05         3.56225918118e-07        
4.95681546377e-05         3.92161846433e-07        
6.24026094892e-05         4.26883671563e-07        
7.85602308482e-05         4.82518876912e-07        
9.89014709712e-05         5.71164394175e-07        
0.000124509575069         7.1206657662e-07         
0.000156748268067         9.33627424976e-07        
0.000197334377924         1.28518834436e-06        
0.000248429262989         1.84070394486e-06        
0.00031275391221          2.71969633948e-06        
0.000393733847719         4.11206085001e-06        
0.000495681546377         6.31352728378e-06        
0.000624026094892         9.82258879932e-06        
0.000785602308482         1.52822861296e-05        
0.000989014709712         1.29771377422e-05        
0.00124509575069          7.45693781151e-06        
0.00156748268067          4.13396464674e-06        
0.00197334377924          2.68895247931e-06        
0.00248429262989          3.03636527572e-06        
0.0031275391221           3.60871898813e-07        
0.00393733847719          -0.000396307470883       
0.00495681546377          -0.000458611716632       
0.00624026094892          -0.000575591855195       
0.00785602308482          -0.000678686040073       
0.00989014709712          -0.000755730426666       
0.012450957488            -0.000778981532426       
0.0156748048393           -0.000679965779587       
0.0197291610523           -0.000376708844119       
0.0246509119169           0.000229007512587        
0.0291969848638           0.000974119751605        
0.0324502204158           0.00162347169508         
0.0350662009263           0.00222032288919         
0.0373710114956           0.00280847322579         
0.0395042785087           0.00341662876273         
0.0415374705863           0.00406213904844         
0.0435124294854           0.0047649119765          
0.0454561532616           0.00553899683626         
0.0473874032696           0.0063915630962          
0.0493200157794           0.00733443853094         
0.0512647125525           0.00836755192804         
0.0532301600082           0.0094769114537          
0.055223623145            0.0106508971744          
0.057251387338            0.0118733344825          
0.0593190403848           0.013103145116           
0.0614316668018           0.0143113078688          
0.0635939849939           0.0154262533327          
0.0658104460473           0.0164386766972          
0.0680853060117           0.0173119897483          
0.070422679418            0.0180776011168          
0.0728265792288           0.0188010212477          
0.0753009468027           0.0195878341077          
0.0778496744148           0.0205320329037          
0.0804766221874           0.0216754301924          
0.0831856308337           0.0230622939531          
0.0859805313116           0.0247268101928          
0.0888651522895           0.0267206213992          
0.0918433261866           0.0291212637145          
0.0949188944677           0.0318924568081          
0.0980957128178           0.03491844882            
0.101377656784            0.0380275259467          
0.104768628453            0.0408862382195          
0.108272564721            0.0432642179937          
0.111893447691            0.045133902474           
0.115635317754            0.0470336417635          
0.119502289873            0.0493886945933          
0.12349857361             0.0517930061745          
0.12762849745             0.0545508441074          
0.131896537965            0.0584004775653          
0.136307354428            0.0636388346977          
0.140865829504            0.0690910316054          
0.145577116781            0.073461915037           
0.150446695965            0.0769611730882          
0.155480436803            0.0802942320696          
0.160684673009            0.08391004816            
0.166066287799            0.0886534427536          
0.171632813107            0.0946367438089          
0.177392545126            0.101253429677           
0.183354679597            0.108395947788           
0.189529471307            0.114923250728           
0.19592842362             0.120383192847           
0.202564515705            0.126279194941           
0.2094524776              0.133292297584           
0.216609126672            0.142182123845           
0.224053783707            0.151775548528           
0.231808793545            0.160950454803           
0.239900184566            0.169296442862           
0.248358515159            0.178497461887           
0.257219975564            0.190127077279           
0.266527844186            0.202944291861           
0.276334444734            0.214839629479           
0.286703825206            0.227834121564           
0.29771550074             0.242980647921           
0.309469804476            0.259315137536           
0.322095739343            0.276866816041           
0.335762848609            0.296313314986           
0.350699790647            0.318692044397           
0.367224592518            0.343539804255           
0.385796295734            0.372521602733           
0.407108140603            0.406820281507           
0.432267018241            0.448644235153           
0.463165981392            0.501982092646           
0.503321155109            0.574433118448           
0.559852629982            0.682137561396           
0.647593201555            0.861654471047           
0.789300526128            1.18021744524            
0.990314406202            1.6846982897             
1.24664302035             2.401643044              
1.56943009439             3.39531943783            
1.97579542746             4.74827701416            
2.48737907214             6.54877381447            
3.13142472268             8.87708453525            
3.9422301585              11.7858561223            
4.96297372568             15.2802277846            
6.24801374132             19.3071069834            
7.86578327219             23.7601706457            
