k                         pk_nl                    
5.04284226568e-06         510.074963632            
6.34856227593e-06         632.097404833            
7.99236637753e-06         783.310606645            
1.0061793133e-05          970.697714926            
1.26670470634e-05         1202.89864661            
1.59468674405e-05         1490.63368436            
2.00759166594e-05         1847.17485536            
2.52740816475e-05         2288.95706208            
3.18181836458e-05         2836.32058881            
4.00567199489e-05         3514.42426861            
5.04284226568e-05         4354.34992309            
6.34856227593e-05         5394.43042464            
7.99236637753e-05         6681.81144236            
0.00010061793133          8274.23157634            
0.000126670470634         10241.9440836            
0.000159468674405         12669.6010712            
0.000200759166594         15657.7724302            
0.000252740816475         19323.6151267            
0.000318181836458         23800.1159005            
0.000400567199489         29233.2171043            
0.000504284226568         35775.3167272            
0.000634856227593         43571.6208094            
0.000799236637753         52736.1989308            
0.0010061793133           63318.2616986            
0.00126670470634          75256.8251998            
0.00159468674405          88327.9560809            
0.00200759166594          102093.951905            
0.00252740816475          115861.259237            
0.00318181836458          128668.824827            
0.00400567199489          139027.444627            
0.00504284226568          146114.434954            
0.00634856227593          148343.134951            
0.00799236637753          144556.940006            
0.0100617931322           134114.875746            
0.0126670450564           117443.340714            
0.0159461652374           96688.8908598            
0.0200244024809           75982.665678             
0.0243403254934           61079.9900191            
0.0275229509115           53494.1273757            
0.0299646443633           48857.7533918            
0.0320614017809           45345.3895937            
0.0339745916534           42367.1282712            
0.035782077729            39673.6058012            
0.0375275663574           37165.0509555            
0.0392383986912           34793.6471924            
0.0409331227073           32554.1856736            
0.0426251520799           30449.3939026            
0.0443247113969           28491.7215076            
0.0460399493516           26693.2144615            
0.047777613997            25064.5468857            
0.0495434820716           23606.1207381            
0.0513426426903           22312.3880796            
0.0531796908608           21168.5959776            
0.055058863006            20153.4096841            
0.0569841339349           19237.679752             
0.0589592874315           18391.5776242            
0.0609879683247           17584.058411             
0.0630737212608           16788.2677697            
0.0652200197472           15986.293499             
0.06743028797             15170.7513187            
0.0697079171972           14345.0508864            
0.0720562781141           13523.8467961            
0.0744787301396           12725.891245             
0.0769786285603           11973.3170518            
0.0795593301927           11283.6913515            
0.0822241981883           10664.9523385            
0.0849766065456           10114.3403472            
0.0878199448525           9620.77070397            
0.0907576237635           9165.55385162            
0.0937930817007           8730.72988497            
0.0969297932577           8301.71666408            
0.100171279781            7873.40637483            
0.103521122601            7449.97423424            
0.106982979376            7039.65922545            
0.110560604027            6654.54671987            
0.114257870752            6304.40785746            
0.118078802612            5985.79026056            
0.122027605256            5691.41274107            
0.126108706382            5413.45892258            
0.130326801657            5144.44925068            
0.134686907925            4883.84477812            
0.139194424771            4636.77276813            
0.143855205713            4404.75239076            
0.148675640704            4186.87670105            
0.153662752051            3984.06850855            
0.158824306497            3793.75323601            
0.164168947025            3611.88635143            
0.169706349027            3439.18050984            
0.175447406931            3275.59841752            
0.181404459336            3120.88256389            
0.187591563364            2975.34928818            
0.194024832627            2836.95014709            
0.200722858326            2705.8737107             
0.207707240322            2580.62303949            
0.21500326556             2461.64915563            
0.2226407867              2348.47377842            
0.23065537704             2240.43339049            
0.239089873275            2136.64955564            
0.247996473206            2037.49700603            
0.25743964472             1941.9000923             
0.267500249709            1849.65322671            
0.278281537901            1760.38757768            
0.289918109666            1673.37187176            
0.302589764007            1588.15541963            
0.316543721977            1504.08303237            
0.332131909894            1420.36256084            
0.349876862958            1335.96504874            
0.370595620937            1249.45354302            
0.395649971019            1158.90186595            
0.427493519353            1061.17646892            
0.470952859797            951.41230724             
0.536143695253            822.517895143            
0.641694698612            671.386149352            
0.800588738076            519.414155583            
1.00754948567             392.484754567            
1.26842642981             290.90770823             
1.59685426008             210.698175487            
2.01032040695             148.660428567            
2.53084344616             102.025447395            
3.18614312764             68.1504557979            
4.011116549               44.4129446421            
5.0496965532              28.3293408047            
