k                         pk_lin                   
7.06764721312e-06         155.911083969            
8.89764067819e-06         194.521222804            
1.12014659548e-05         242.69285517             
1.41018101398e-05         302.793808829            
1.77531271373e-05         377.775622776            
2.2349862892e-05          471.323328758            
2.81368103448e-05         588.032030722            
3.542214555e-05           733.63226694             
4.45938391731e-05         915.268496338            
5.61403173445e-05         1141.84459247            
7.06764721312e-05         1424.44982649            
8.89764067819e-05         1776.88122814            
0.000112014659548         2216.2776843             
0.000141018101398         2763.87736075            
0.000177531271373         3445.9001398             
0.00022349862892          4294.53673079            
0.000281368103448         5348.99241993            
0.0003542214555           6656.49048505            
0.000445938391731         8273.09569347            
0.000561403173445         10264.1539683            
0.000706764721312         12703.9167661            
0.000889764067819         15673.2850444            
0.00112014659548          19254.4386938            
0.00141018101398          23522.4563819            
0.00177531271373          28529.5768739            
0.0022349862892           34284.342052             
0.00281368103448          40723.9721897            
0.003542214555            47676.4950431            
0.00445938391731          54820.6538496            
0.00561403173445          61651.7517798            
0.00706764721312          67412.9889542            
0.00889764067819          71114.5020419            
0.0112014659548           71596.5790001            
0.0141018099499           67816.8810617            
0.017753000764            59523.0699711            
0.0223341841914           48226.0624083            
0.0276644451851           37945.8372069            
0.0320367828945           32596.2322029            
0.035231724659            30086.4831886            
0.0378859237344           28578.8979652            
0.0402650190224           27469.7701344            
0.0424889811228           26500.0194448            
0.0446219510978           25544.0162585            
0.0467026664349           24528.5532078            
0.0487567108543           23425.9143059            
0.0508021927039           22226.4337672            
0.0528526703456           20945.5149965            
0.0549187857923           19613.5248896            
0.0570092365126           18267.3268194            
0.0591313835925           16951.6487235            
0.0612916483916           15708.526001             
0.0634957802208           14575.3894547            
0.0657490421409           13582.0289361            
0.0680563429496           12743.3421101            
0.0704223327138           12063.28884              
0.0728514729327           11531.1410146            
0.0753480886291           11123.849335             
0.0779164073007           10805.4838289            
0.0805605881599           10532.1898531            
0.0832847441132           10255.8751656            
0.0860929582877           9930.82586969            
0.0889892964818           9525.34560117            
0.0919778166372           9026.95515129            
0.0950625762353           8446.35728429            
0.0982476383998           7819.40922966            
0.101537077405            7193.15081               
