k                         pk_nl                    
8.12459065225e-06         76.0525187825            
1.02282536325e-05         95.4121323693            
1.28766084163e-05         119.699848854            
1.6210689553e-05          150.170145661            
2.0408049021e-05          188.396004907            
2.56922115176e-05         236.351492133            
3.23445779647e-05         296.51256452             
4.07194111336e-05         371.984446549            
5.12627014293e-05         466.661102826            
6.45359175066e-05         585.424311394            
8.12459065225e-05         734.391730233            
0.000102282536325         921.224877061            
0.000128766084163         1155.5092613             
0.00016210689553          1449.21908753            
0.00020408049021          1817.27759908            
0.000256922115176         2278.21876985            
0.000323445779647         2854.94591326            
0.000407194111336         3575.5671876             
0.000512627014293         4474.26778317            
0.000645359175066         5592.14282292            
0.000812459065225         6977.80693564            
0.00102282536325          8687.3644405             
0.00128766084163          10783.1709213            
0.0016210689553           13330.7563556            
0.0020408049021           16392.83007              
0.00256922115176          20019.779427             
0.00323445779647          24234.3655935            
0.00407194111336          28840.695399             
0.00512627014293          33993.7586336            
0.00645359175066          39363.9417364            
0.00812459065225          44593.3670545            
0.0102282536325           49155.4345581            
0.0128766084154           52394.1443799            
0.0162106874107           53621.8151918            
0.0204072626363           52403.8651306            
0.025632198647            49013.308156             
0.0312123365384           45117.1084385            
0.0353504490136           42581.8769706            
0.0385126860118           40866.6292507            
0.0412219840673           39499.984812             
0.0436909992104           38297.302747             
0.0460218370528           37172.0772849            
0.0482716081926           36076.7485478            
0.0504759467393           34986.8160696            
0.0526589784771           33895.153286             
0.0548381228721           32799.1179379            
0.0570266400986           31705.5949474            
0.0592350859821           30625.6038714            
0.0614721932746           29572.6714359            
0.0637454313069           28561.5307346            
0.0660613754344           27604.1374489            
0.0684259588492           26712.431216             
0.0708446488091           25889.6594209            
0.073322572668            25135.9124716            
0.0758646095804           24444.4975244            
0.0784754581245           23802.0713322            
0.0811596866462           23190.6471977            
0.0839217709652           22589.6744355            
0.0867661227001           21979.8973424            
0.0896971105618           21343.7121152            
0.0927190763689           20673.753195             
0.0958363471371           19971.0515855            
0.0990532443343           19247.4765599            
0.102374091214            18523.086334             
0.105803219025            17821.3506528            
0.109344972824            17163.9372253            
0.113003717565            16564.4863721            
0.116783845122            16023.9358163            
0.120689782862            15530.7820923            
0.124726004406            15063.7506931            
0.128897043166            14598.4094704            
0.133207509282            14115.6114196            
0.137662110557            13608.4586469            
0.142265677993            13084.6133407            
0.147023196562            12565.4633124            
0.151939841855            12071.8279775            
0.157021023319            11618.8733067            
0.162272434869            11205.7041321            
0.167700113777            10815.9697286            
0.173310508931            10431.3903621            
0.179110559799            10043.8208128            
0.185107787754            9653.88550808            
0.191310401891            9268.70486271            
0.197727422038            8901.04836336            
0.20436882248             8556.82439893            
0.211245700934            8230.77518823            
0.218370478714            7914.91332248            
0.225757139876            7602.67341603            
0.233421519638            7294.86262945            
0.241381655737            6998.7809381             
0.249658221123            6715.97147224            
0.25827506292             6444.77761313            
0.267259881898            6180.95825031            
0.276645100149            5923.248559              
0.286468984388            5673.68424132            
0.296777121831            5433.40594668            
0.307624390785            5200.3664086             
0.319077638685            4973.4061628             
0.331219393694            4752.67008795            
0.344153123044            4537.86982267            
0.358010870028            4328.07485082            
0.372964664245            4122.35617922            
0.389244133803            3919.95543704            
0.407164737449            3719.80574714            
0.427175065172            3520.36105293            
0.449940317471            3319.71445407            
0.476498952112            3115.01911832            
0.508578405163            2902.09124457            
0.549283782005            2674.06645175            
0.604708526651            2419.49492276            
0.687616560013            2119.46521461            
0.821749584389            1753.93360344            
1.02456965757             1350.93955256            
1.28938098799             982.486568209            
1.62322966525             680.814678036            
2.04352506622             453.675249893            
2.5726456355              293.56114346             
3.23876896608             185.966241645            
4.07736855433             116.055993292            
5.13310288629             71.6755820002            
