k                         pk_nl                    
4.71159400894e-06         486.5266465              
5.93154542791e-06         610.206221193            
7.46737327041e-06         765.326288006            
9.40086596947e-06         959.879310913            
1.18349890618e-05         1203.87166353            
1.48993684783e-05         1509.87093447            
1.8757193597e-05          1893.62252763            
2.36139076732e-05         2374.85647141            
2.97281484415e-05         2978.28402824            
3.74255215186e-05         3734.83001363            
4.71159400894e-05         4683.14529164            
5.93154542791e-05         5871.43980069            
7.46737327041e-05         7359.65799486            
9.40086596947e-05         9221.97165473            
0.000118349890618         11549.4721362            
0.000148993684783         14452.7785897            
0.00018757193597          18064.0387575            
0.000236139076732         22537.5456273            
0.000297281484415         28048.0678638            
0.000374255215186         34785.9364818            
0.000471159400894         42946.8837226            
0.000593154542791         52711.579512             
0.000746737327041         64210.0468227            
0.000940086596947         77472.2042757            
0.00118349890618          92363.4982586            
0.00148993684783          108515.783749            
0.0018757193597           125269.953121            
0.00236139076732          141626.528574            
0.00297281484415          156261.027684            
0.00374255215186          167401.027941            
0.00471159400894          173592.914257            
0.00593154542791          172939.347736            
0.00746737327041          163969.355337            
0.00940086596926          145901.942545            
0.011834988353            119693.086543            
0.0148990481141           89219.4315122            
0.0187282005657           61560.5335813            
0.022965912956            44576.4089162            
0.0262021558154           38216.7876332            
0.0286338902325           35480.9611024            
0.0306960257873           33768.1267435            
0.0325648418444           32307.5316572            
0.0343231784827           30805.6146344            
0.0360166549666           29153.8173983            
0.0376734157686           27323.3456006            
0.0393123516644           25350.3591484            
0.0409470076101           23292.1637548            
0.0425876346158           21232.5679055            
0.0442423526146           19251.6687112            
0.0459178503926           17422.0099212            
0.0476198278013           15802.6978123            
0.0493532864467           14430.8593358            
0.051122727129            13320.8881449            
0.0529322876232           12466.9889027            
0.0547858409816           11843.28871              
0.0566870669315           11407.1422956            
0.0586395044505           11102.7320498            
0.0606465908711           10863.2230328            
0.0627116911531           10620.8813664            
0.0648381198681           10313.1104453            
0.0670291577263           9893.42166077            
0.0692880640044           9347.4790655             
0.0716180859209           8692.51395823            
0.074022465794            7974.98858217            
0.076504446682            7257.67668275            
0.0790672771137           6604.96817096            
0.0817142154563           6062.97949932            
0.0844485344354           5651.92999673            
0.0872735262924           5364.50042016            
0.0901925090571           5168.33408223            
0.0932088343978           5014.14378688            
0.0963258975085           4849.55030799            
0.0995471494884           4635.31465612            
0.102876112665            4357.33765749            
0.106316399321            4039.31052336            
0.109871734283            3720.22818942            
0.11354598187             3439.79516656            
0.117343177713            3219.42554717            
0.121267566031            3052.87609418            
0.125323643038            2916.40607846            
0.129516207267            2785.15984867            
0.133850417794            2641.10510513            
0.13833186158             2479.13843029            
0.142966631463            2313.57556883            
0.147761416792            2165.14390498            
0.152723609239            2041.073798              
0.15786142711             1936.38453268            
0.163184062455            1838.59305439            
0.168701856647            1737.26897084            
0.174426511882            1635.05580063            
0.180371348521            1538.27292541            
0.186551621593            1452.05338605            
0.192984914463            1374.97506857            
0.199691634423            1300.38975818            
0.20669564455             1227.03267847            
0.214025080339            1157.32346104            
0.221713420718            1093.20662918            
0.229800915197            1032.3837803             
0.238336519135            974.095229269            
0.24738056933             918.465766894            
0.25700856419             865.242821741            
0.26731663677             814.629336596            
0.278429702733            765.721815659            
0.290513985255            718.530314957            
0.303796996041            672.660229327            
0.318600823658            627.689147583            
0.335400493762            583.197462037            
0.354932627102            538.620231969            
0.378412474688            493.097101122            
0.408002864731            445.494011539            
0.447904050204            394.065736365            
0.506883084379            336.505767022            
0.601859212767            272.184065376            
0.7480736277              209.697969815            
0.941212932739            159.750999842            
1.18491007324             121.258445123            
1.4917133868              91.2303568265            
1.87795588976             67.6881628199            
2.36420639184             49.3131274181            
2.97635950542             35.153034466             
3.74701461601             24.4561299672            
4.71721191846             16.5838760781            
5.93861795696             10.9665909367            
